text,label
Hanegal-stiftere investerer stort millionbelkøb i plantebaseret sats,neutral
"Lig, dildoer og flaskepost: Sære ting, der er blevet fundet i naturen",neutral
"Det var også min tanke. Disney ejer licenserne til et hav af de serier, der kører der. For slet ikke at nævne film.

Det samme tilfælde ramme nok adskillige tjenester i andre lande, når Disney begynder at stoppe aftalerne.",neutral
"Satanismen og hele idéen om at indgå en pagt med, eller ligefrem sælge sin sjæl til djævlen, er en afgørende for hvordan vores musikkultur har udfoldet sig henover de seneste hundrede år. Tråd:",neutral
"Kan godt forstå nogen får lyst til at gi ham et klap. Og det er jo også det eneste han er ude på, så ahn kan pege finger 🤮",negative
Kineserne er vilde med nordjysk grøn teknologi: - Kan give hundredvis af nye arbejdspladser,positive
"Vi skal passe på vores decentrale uddannelser, siger Mette Frederiksen fra på årsmøde: En lærerudd på universitet vil ramme lokale lærerudd - der skal være lærerudd i hele landet. Læs vores syn på kommission om lærerudd #uddpol #dkprovins",neutral
"I en tid hvor retorikken spidser til op til valg, er det forfriskende at se et politisk indslag med humor og glimt i øjet fra (som selv er genstand for debat og pres) samt @USER. God stil! 👏 #dkpol",positive
"Du tillægger afsenderne nogle intentioner, som artiklen ikke giver belæg for. Virker som om, det er dig, der har en agenda.",negative
Og at de “hader jyder”. Er det virkelig i orden som værter? @USER. De omfavner næppe bredt.,negative
"DF postulerer ofte, at de ikke får tid til at komme til orde og forsvare/forklare deres politik. 
@USER fik muligheden, men ønskede det ikke. #dkpol",negative
"Nej, men måske kan de overtales til at genindføre armslængdeprincippet i udbud som dette.",neutral
"det. Vi ved, at analysechefen kendte til det, og så må man gå ud fra, at han er gået til sin chef med det..",neutral
Vind VIP-billetter til Disney On Ice - og få en tur i Alladins slæde,neutral
Kommer DR til at skrive længere end DF og Danske Medier vil have i 2019 - og andre svære spørgsmål!,negative
"Den foreløbige tidshorisont er, at ændringerne gælder til og med fredag d. 26/4.

Rejseplanen opdateres med ændringerne i løbet af onsdag formiddag.",neutral
"Det er en fin anledning, jeg kan godt huske den del, fra jeg selv stod der. Det var mere for de tilfælde, hvor ingen prøver eller holder øje med den slags, og man så fx lige skal finde faren og derfor har brug for at vide hvornår, det kan være sket.",neutral
Nu er der snart kogt nok på den suppe. Forstår ikke hvorfor I nogle gange ikke kan tage sådan nogle ting internt. For så kan man rent faktisk begynde at fokusere på det der rent faktisk betyder noget for vælgerne.,negative
"Uha, nu sætter du min Bundesliga-viden på prøve. Jeg har kun set dem, når de har spillet europæisk. Men jo, der er det i hvert fald mest Werner, der er den bevægelige af de to, mens Yussuf befinder sig mest centralt.",neutral
Eller da Pia Holmen udtrykte det samme foran er kamera i dokumentaren...,neutral
"Sana er gået fra, at ikke skulle sælges for under 1 mill euro, til at bare der er en klub, som vil overtage hans løn. #Harsh #ultratwitteragf #sldk",negative
"bålet, der nu giver få unge ballademagere på Nørrebro hele skylden. Hvilken mangel på analysekraft! Det nødvendige at gøre nu er at blive enige om, at det vigtige politiske skel i DK ikke går mellem etniske danskere og udlændinge, mellem statsborgere og asylansøgere.",negative
Ny ingeniøruddannelse på vej i #Biotekbyen Kalundborg💪,neutral
"Vi kan stadig få et miljøvalg. Jeg mener, det der 👇🏻 kan voksne mennesker ikke forventes at beskæftige sig med i valgkampen 🙄 #dkpol #stramkurs",negative
“Journalisterne” skriver konstant om fake websites … men når det er en af deres egne så er det ok? #dkpol #dkmedier,negative
"DEN påpegede jeg da. Men ikke ud fra tallene, jeg nøjedes med at påpege det totalt misvisende i ""ret til at blive visiteret"" frem for ""ret""
Specielt når de faktisk endnu ikke er blevet enige om hverken HVEM der skal foretage visiteringen eller har skrevet lovteksten...Småting...",negative
Dorte Jarlby: Jeg sagde selv fra overfor Klaus Riskær Pedersen,neutral
Ser frem til at byde velkommen til nogle af vores danske finanskunder når Cyber Trucken snart ruller ind :),positive
"Nej, det gør der ikke. Se evt. her: :)",neutral
Det har allerede hjulpet ham en del at få at vide af os at hans hjerne er anderledes end andres og det gør ham rigtig god til nogle ting og gør at han har brug for at tingene skal være på en bestemt måde.Det er indtil videre nok for ham at vide at nogle hjerner virker forskelligt,positive
26 personer ejer det samme som jordens fattigste halvdel,negative
"Morgencyklister bliver mødt med high-fives og hyldest 1. maj på Limfjordsbroen, når cykelkampagnen ”Alle op på cyklen” skydes i gang. #bevægdigforlivet #vcta #sundpol",positive
Det er trist og pinligt at opleve direkte løgn på twitter. EU giver hektarstøtte til opdyrkning af jord. Ikke til kødproduktion. #propagandaløgn,negative
"En forfærdelig træningsulykke i Sydafrika har ændret meget for tjekkiske Petr Vakoc, der nu endelig kan se frem til at køre cykelløb igen!",positive
Det er lige med at holde på hat og briller. Det bliver en dag fyldt med blæst 🌬🌬,neutral
"Trump blev præsident. Hitler blev rigskansler. Selv Laura Lindahl kan vel så blive statsminister med opbakning fra kuglestøderen og den forhenværende sociolog nu neoliberale tågehorn. #dkmedier fodrer folket, folket flest labber foderet i sig. Som tænkende art har vi fejlet 😷",negative
"Klovepsrtiet er nemme at håne men svære at fornægte.

Handling kræver også modet til at tage de svære samtaler. 

#dkpol #dkgreen #derforuffe #dereretalternativ",positive
"Jarlov tror fejlagtigt, at alle, som er uenige med ham, pr. definition er venstreorienterede. Man er dog ikke nødvendigvis venstreorienteret, bare fordi man er uenig med en kraftigt højredrejet #dkpol",negative
"Det er flere år siden, jeg undersøgte, hvordan man kan afsætte en formand for Folketinget. Det kan man godt. Gid de ville. Nu mor-shamer formanden i forlængelse af at administrere folketingssalen som om det var egen dagligstue. “I mit hjem gælder mine regler”! #dkpol",negative
"Måske er #brexit bare en af de sidste faser i demonteringen af det britiske imperium..så Little England bliver udenfor EU, mens et forenet Irland og Skotland bliver EU medlemmer..",neutral
"Tak til alle de politikere, der vil med og os på #arbejde 👍 Vi glæder os til at vise jer, hvorfor vi ser muligheder i alle mennesker. Hvordan vores arbejde gør en forskel.
@USER",positive
"Det har splittet politiske fløje. Samlet dem igen frem mod en valgkamp og sat dem i svære dilemmaer, for nu at blive en kilde til strid i rød blok, hvor de Radikale, SF, Alternativet og Enhedslisten rejser skarp kritik af Socialdemokratiet. #dkpol",negative
Læseværdig artikel det er værd at reflektere lidt over: Regnearksledelse har smadret vores system #dkpol,positive
Regeringen har nu skåret 6.452.096.227 DKK på uddannelse siden 2015. Det svarer til 9 millioner kroner om dagen! Følg nedskæringerne live på #dkpol #uddpol #fv19 #Stop2pctNU,negative
"Da jeg snakkede med ejeren sagde han han ville fjerne det på mandag, det var 2 uger siden, bagefter sagde de til mig at jeg kunne ringe til borgmesteren hvis jeg har et problem, ved ikke om det er Anne Mee eller hvad",negative
"Det skal være lettere for syge borgere at få et fastholdelsesfleksjob på deres nuværende arbejdsplads. Del denne video fra VærdigReform og hjælp os med at råbe politikerne op.
#værdigreform #dkpol #sundpol #arbejdsforhold",positive
"Blot til almindelig oplysning: går til valg på at tale ned til vælgerne, skide på konventioner, lade DF styre slagets gang osv osv..
#dkpol",negative
Oceaniske og australske mesterskaber i strandhåndbold er i gang -,neutral
"Det er jo hvad man kan forvente af en socialist.. ingen evne til at gøre noget på eget initiativ. Jeg har fortalt dig hvor du kan finde det, men det rækker evner måske ikke til. Kildekritik.. den gælder jo også modsat, smarte!",negative
Måske det nye AGF endelig er begyndt at fungere,positive
"Tør du? Altså få en farve på væggen? 🖌
Det er der nemlig ikke mange, der tør kaste sig ud i, selvom det vil være godt for os, mener lokal boligindretter.
Læs hvorfor hun har den holdning.",positive
Han blev diskuteret og seriøst overvejet. Faldt på den manglende prof karriere.,neutral
"Mod dumhed kæmper selv guderne forgæves. Du kan lige så godt lade være. Erik er den mest argumentresistente politiker, jeg er stødt på herinde. Og det siger ikke så lidt. Det eneste, du får ud af at prøve, er udenomssnak og perfide personangreb.",negative
Ikke lutheranere. Vi er tilgivet det hele på forhånd. Handlinger gør hverken fra eller til. Troen og dåben gør,neutral
Det glæder mig at TVAs arvefølge hermed er sikret :D,positive
"S er de eneste, der trækker vælgere henover midten og dermed sikrer er nyt flertal. SF har ikke - efter min mening klogeligt - ultimative krav. Lad nu vælgerne tale, os så dannes der er en regering efter et valg. Det er absurd med alle de krav i øst og i vest.",positive
"Vi får klart for få nye kampfly. Men lige i dette scenarie er jeg ikke sikker på at de har så mange andre opgaver. Eller i hvert fald ikke nogen som de ikke kan løse samtidig. Hvad skal de lave, hvis det ikke er sorties ud over Østersøen?",neutral
"“Du er uønsket med dit barn i Folketingssalen”. 

@USER får da vredet retorikken og hendes personlige valgkampagne til den sidste dråbe.",negative
"Synes ikke (hvertfald for eget vedkommende) det handler om en stikpille, jeg er bare kritisk over for en (helt subjektivt postuleret) kedelig spillestil, hvor Åge ikke udnytter de dygtige spillere vi rent faktisk har i DK. Jeg ville elske at få den eufori tilbage jeg havde førhen",negative
"Vi har i William Blakes lige færdiggjort det album, der bliver vores syvende. Det er magiske klaversange. Og de udkommer til foråret. Første single 'Gone' er lige udkommet og den er et godt eksempel på lyden:",positive
Ugens Buket til en brugsuddeler med overskud #rudersdal #viborsmukt,positive
"Semler-chef om opkøbt konkurrent: Det er Danmarks-mesteren i maskinhandel Hamrende dygtige, lyder skudsmålet fra Semler Agros direktør til Herborg Maskinforretning, som nu bliver en del af Semler Agro.",positive
Hop ind og se vores minidokumentar om dødsgangen i USA her:,neutral
"Det kan jo slet ikke forslå. Men den regnemetode som Finansministeriet benytter skal du forvente at der skal forhøjes med yderligere kr. 225.000 oven i det som den enkelte skal have.
Det bliver megadyret og er vel grunden til at V ikke har fremlagt noget. #dkpol",negative
"Det mest suspekte er, at selv bruger argumentet: “jamen, hun er jo bare en ung pige”, hvilket jo burde være absolut no-go for enhver med moderne identitetspolitisk snusfornuft.",negative
"Vi har lige fremsat forslag om, at Danmark skal forlade den europæiske menneskerettighedskonvention, og bagefter tilslutte os med forbehold for de ting, vi mener kan gøre det svært at gennemføre paradigmeskiftet i virkelighedens verden.",neutral
"Saluti you can read it here: Thread by @USER: ""5G er på vej. Er det farligt? Det er jeg blevet spurgt om en del gange, så jeg læste å emnet, selv om det ligger lid […]"" #sundpol #TheEnd [LINK]
Share this if you think it's interesting. 🤖",neutral
"I Faglige Seniorer er vi i øjenhøjde med vores læsere. På et år er vi gået fra 0 til 63.000 tilfredse abonnenter på vores nyhedsbrev. I denne uge kan de alle prøve tissetesten. Måske også relevant for natpissere på #dkpol 😀😀😀
#fagligsenior #natpisser
[LINK]",positive
"Jah, han er måske ikke til fals for en hadefuld ødelæggelse af en radio, en hundedyr symbolsk fangeø, en overflødig omfartsvej, et virkningsløst vildsvinehegn osv. Han er nok mere ræsonabel og fornuftig end I, når det kommer til stykket.",positive
"Med andre ord reglerne i Danmark er for rigide for agile køretøjer. Et eksempel: I Sverige er reglerne for cykler, løbehjul, skateboards mv. (vist nok) de samme, og der må de f.eks. køre på vejen - selvom der er cykelsti - hvis det vurderes som fornuftigt.",negative
"Jeg kan ikke klare at være på twitter i dag. Jeg bliver nemlig så edderspændt rasende, når jeg læser om karaktermordet på #radio24syv #dkpol #skamjer",negative
"Det er trist at du ikke kan se det store billede. At du ikke kan se at samtlige konflikter verden over er finansieret af stormagter og alliancer, for at sikre billige ressourcer. At der er i mellemøsten ikke findes en eneste diktator som ikke sidder på USA's eller Ruslands nåde.",negative
"Ifølge fra analysehuset kan det blive svært at lægge arven som den gamle hardware-leverandør, Dell, bag sig og fokusere på de nye ting, selskabet kan: #digdk #dkbiz",neutral
"Jeg ser på en udtalelse fra i går; deres spil Vampyr har solgt over 1 mil, samt deres publisher Focus Home Interactive har fornyet en kontrakt med DONTNOD. Det ser ud til, at selskabet er ved at skabe lidt momentum",positive
Du har helt ret Casper. Så ville vi alle jo kunne se hvor langt fra er frit samfund vi er. Når de har aflivet Paludan bliver vi jo nok opmærksomme på at man kan miste livet for sin mening. Var det det vi ville have?,negative
"Jeg er slet ikke ude i at undskylde for nogen eller sige, at tech-firma X ikke kan gøre mere, eller at det er synd for dem. Men det er en *vild* skala, de opererer på, når de forsøger at dæmme op for og fjerne det, vi mennesker smider ud på nettet for at snyde og svine hinanden.",negative
Rigtig fornuftige justeringer i lovforslaget efter høringen. Der er blevet lyttet til input fra bl.a. telebranchen #dkpol #dkpol,positive
"Om du så var kommet i forgårs, Kamran, ville du stadig virke mere ""dansk"" (det er nemlig dansk at dele, have empati, være rummelig og i godt humør). 🇩🇰.",positive
"Det er jo ikke tilfældigt det hedder national SOCIALISME. Han fik stemmer og kom til magten netop på, at alle fik job, velstand, velfærd og en VW. Han var faktisk ret populær i starten indtil det socialistiske slog igennem og alle mistede det hele igen, inklusive demokratiet",negative
Er der det? Er det en mavefornemmelse? Synes der er nogle antifa typer som hader parlamentarisme lige så meget som du hader EL.,negative
Ja. Kun få forundt at have positiv record mod RF...,neutral
"Der findes sikker bedre metoder, men den her er gratis 🙂",positive
"Som kandidat er man fri til at fokusere på hvad end man lyster.

Men mindre mudderkastning ville måske efterlade et mere troværdigt indtryk.

Eller bare 1 (en) hjertesag.

Medmindre man naturligvis ikke har nogen - så er det altid lettere at bashe andre 🤪😉",negative
"Som jeg forstår det, er der vist kun en ting, Socialdemokratiet ikke vil sammen med andre. Nemlig at danne regering. #dkpol",negative
Pia K strikes back og anklager for at blackface hende.,neutral
"Venstre lægger sten i vejen for borgerforslaget om ny klimalov. De siger de er grønne, men obstruerer processen, når der skal handles #dkgreen #dkpol",negative
Det er vel et spørgsmål om hvor undrede man stiller sig over for egne præmisser?,neutral
"Når man blot har ""Mine Kort""-appen åben, kan man ikke tage screenshots. Det er ikke ulig andre apps som fx NemID og er sikkert fint nok i forhold til at holde de værste skærm-spion-programmer væk. Så måske markering af tekst trigger en sikkerhedsrutine? I hvert fald pudsigt.",neutral
mener at socialdemokratiet har tabt sine rødder for flere år siden..... men de vil ikke vedkende sig dette #dkpol,negative
"I Danmark har vi faktisk en “hadprædikant liste”, med individer som har indrejseforbud til Danmark pga deres ytringer, så at begrænse Paludan er altså ikke er “demokratisk” problem... det er en demokratisk nødvendighed. #PunchANazi",positive
"Det kan være lidt småsvært at være socialdemokrat og finde et parti, der repræsenterer en i 2019's Danmark. Men det må da være komplet umulig at være liberal. #dkpol",negative
Det er en dag for Inspector Morse!,positive
"Osvaldo Ardiles , Glen Hoddle , Ray Clemence , Paul Gascoigne , Teddy Sheringham og flere til. Det er svært kun at nævne 5",positive
"Nåh, men så var det jo at jeg var på arbejde i et par dage i Jylland &amp; derfor først nu har fået læst @USER's fremragende analyse &amp; longread om forholdet mellem &amp; for - den kan sagtens tåle at blive delt igen #dkpol",positive
"Måske har vi behov for en politiker-ed.

Hvor samtlige politikere tilslutter sig et kommunikations-kodeks, som forsøger at leve op til også de journalistiske grundpræmisser for god journalistik - i egen kommunikation.

#dkpol #dkmedia

[LINK]",neutral
"Med tanke på, hvordan man har forvaltet alm. FØP, er denne form baseret på skøn ikke nogen løsning. Man har defacto afskaffes, det der gav mening, og forsøg på lappeløsninger, vil aldrig være en god erstatning.
#dkpol
[LINK]",negative
Hvad skete der for langsom midte 😊,neutral
"Er det ikke en stråmand, fordi du ignorerer “næppe”?",negative
"Fremragende opsummering af problemerne ved Nordhaus' klimamodel.
Modellen er, foruden at være fagligt kritisabel, fyldt med subjektive vurderinger og iskold kynisk utilitarisme.
Den bør aldrig anvendes af #dkpol til beslutninger om #dkgreen.",positive
"Den frie prisdannelse er under pres.
Vi er et skridt nærmere kommunistiske 5 års planer, nul vækst og totalitært styre.
Det dur bare ikke.
#dkpol",negative
"Hvis Danmark indfører permanent grænsekontrol, ryger vi ud af Schengen og mister dermed adgang til SIS. Det vil ifølge Støjberg gøre det ""mere vanskeligt at udføre en effektiv grænsekontrol”. Hvad tænker om det? #dkpol #eudk",negative
"Hanbury er et helt nyt meningsmålingsinstitut, så det er derfor, at deres målinger både til HoC og EP har været lidt vilde.",neutral
"Det er noget af en stime, den 36-årige rytter er kommet ind i! Lidt af en start han har fået på 2019-sæsonen!",positive
Buchmann og Thomas er i angreb på 1. etape af Tour de Romandie. Følg de sidste 11 km nu på,neutral
"Nogle år siden, lavede regeringen en kræftgarant, der fulde penge med. Kræft patienter er sjældent indlagt i månedes vis på sygehuset. Man burde give samme garanti til psykiatrien. Psykiatrien, er det månedes vis, psykisk syge burde være indlagt, så de er rask til at komme hjem.",negative
"Bare lige for at få alt på det rene 
: du har stadig ikke forstået ytringsfriheden … har du problemer må du gå rettens vej - selv idioter har krav på ytringsfrihed, skal du og være glade for #dkpol",negative
"Der findes ikke noget bedre end 20+ grader, kolde glaspikke, fridage pga påske, god kammerat at dele det med, og en klassiker i aften i form af #vbagf. Eminent søndag! #sldk #ksdh #ultratwitteragf",positive
"En skilsmisse er en livskrise for både børn og deres forældre. hilser ny skilsmisseaftale velkommen, for der er markant behov for at støtte forældrene i at huske, at deres beslutninger omkring bruddet har konsekvenser i børnehøjde #dksocial #dkmedier",positive
Softwarestartup rejser 91 millioner til ekspansion og udbredning af platform,neutral
"Ja. Men en central forskel er måske så her, at bistandsklienter ikke forfølges, henrettes og undertrykkes i rigtig mange lande.",neutral
"Klart - nu skal der glattes ud. Spin fra klubbens side. Se hele scenariet igen. Der var ingenting at misforstå i kommunikationen fra Kepa om, at han var klar igen.",negative
"Jeg har skrevet lidt med nogle Barracuda-fans, der mente, det giver fin mening, at han er i DK. De mente nok, han (for ofte) ville blive et healthy scratch. Bliver spændende at se Blichfeld på isen - forhåbentlig mod Sverige i næste uge",neutral
Så har du da ikke læst vores forslag?,negative
"Hun kritiserer hvad han siger, ikke at han siger noget. Det er så nemt at læse og fårstå at det må være bevidst det bliver misforstået. Ligesom at bevidst lod som om han ikke forstod hvad mente.",negative
"En undtagelse kunne være hvis vi mødte dem i en evt. finale, men sikkert er det jeg så var væk fra “festen” så snart der var fløjtet af.",neutral
Fordi det ødelægger vores udenrigspolitiske forhold til Kina?,neutral
"Fuldstændig enig, vi bliver klogere. Jeg har helt sikkert også klubbriller på, og er jubeloptimist",positive
"(2/2) En udfordring med mindsteløn på det danske arbejdsmarked er aktivering af arbejdsledige o.lign., hvor medarbejdere arbejder på fuld tid men aflønnes af staten med sociale ydelser. Der er også forskel fx. på en chauffør og en kontorchef.",negative
"Seneste topnyhed på : #nyheder Færre unge søger ind på velfærdsuddannelserne Professionshøjskolen Absalon oplever et markant dyk i antallet af ansøgere til uddannelserne til pædagog, lærer, sygeplejerske og socialrådgiver.",neutral
"Det har været en kæmpe fornøjelse, morten! Du er dygtig og utrolig behagelig at arbejde sammen med. God vind fremover - det kommer til at gå godt!",positive
"Ordnørder. Hjælp lige. Kan man godt skrive: ""I vækker håb""? Kan ikke finde nogen eksempler. #twitterhjerne",neutral
Det er forholdsvist forudsigeligt,neutral
Gravesens stop! Alt for tidligt,negative
"Regeringen og Dansk Folkepart har netop præsenteret en aftale om det specialiserede socialområde. Læs mere her: 
#dkpol #sundpol #dkmin",neutral
"At skulle vælge mellem Lars Løkke og Mette Frederiksen svarer til at skulle vælge mellem en far og en mor, det er enige 90 procent af tiden. #dkpol",negative
Tysk vækst og stærke afgrøder skal sikre DLG rekordår i 2019,positive
Hvordan kan man have en for god konkurrenceevne?,neutral
"Her er plads&amp;sikkerhed! Skab et nyt VÆKST samfund på Grønland, af flygtninge; pct EU-betalt #dkpol #flygtninge",neutral
Nordjysk firma står bag Tysklands største solvarmeanlæg,positive
Radio24syv | Klaus Riskær Pedersen stopper som vært på Radio24syv,neutral
"Leo Vegas, hvor en 42-årig kvinde forleden tabte en halv mio. kr. på et døgn, er i dag klar med endnu en ulovlig annonce leveret af Det er utroligt, at danske politikere bliver ved med at tro, at bookmakerne regulerer sig selv #Utopia #dkpol",negative
"Gode forslag fra ⁦@USER⁩ om kemi, holdbarhed og reparationer, flere som ⁦@USER⁩ også tidligere har forslået. Håber ⁦@USER⁩ i dk også støtter op om den vej #dkpol #eudk",positive
"Alle kan jo blive klogere. men det virker bare modsat, når bif fans temmelig bevidst og som en direkte provokation, synger det dagen efter, og uden at VF er i miles omkreds, det har været et stort tema og noget som der arbejdes på at få væk fra stadion. Brøndby IF tager afstand",negative
"""Vi er faretruende tæt på at krølle den danske samfundskontrakt sammen og kyle den i papirkurven."" Odense-borgmester Peter Rahbæk Juel opfordrer Folketingets partier til at handle før det er for sent. #dkpol #kompoldk",negative
"Det ved vi jo reelt ikke 😉 Det er i hvert fald set masser af gange før. 

Ja, det forsøger de vel også? Det ville jo faktisk være ganske nemt hvis der ikke var tossede grupperinger der lod deres neandertal hjerne bestemme.",neutral
og i EU-debat på torsdag i Tønder!,neutral
Hvordan havde de det i deres hjemland ? Bedre eller værre end her ? Det er et politisk stunt som de stupide politikere hopper på De skyer ingen midler heller ikke deres børns trivsel for at få lov at blive og medierne støtter dem Ud med dem nu,negative
"Hvor kunne det være fedt. Hvis #dkmedier ikke udråbte alle møder mellem politikere som dueller. Hvorfor ikke sige ""En samtale mellem..."" det vil sgu styrke lysten til at se med. #dkpol",negative
"Wow. Det er umindelige tider siden jeg er faldet over en blog, der blæste mig. Men denne blog, hvor Googles kameraer afsløres af spejle, er uhyggelig og smuk på 2001: A Space Odyssey-måden:",positive
"Hvad bør være det vigtigste emne i valgkampen? spurgte jeg på FB-side mandag sidst på eftermiddagen.

I 1800+ kommentarer har brugerne svaret - se tråden her: #dkpol",positive
"Hvis du er indbegrebet af demokratisk dannelse, tror jeg lærerne er lykkelige over at blive betegnet som det modsatte.....
#SelvfedDahlPåVejUdAfFolketinget - vi siger TAK",negative
"Sjovt nok så er det aldrig burgøjseren Paludan selv der antænder koranen, men ak ja andre tåber har åbenbart intet imod at agere nyttige idioter i det omrejsende Paludanske Totalteater-foretagende. Efter afbrændingen så får Paludan endda en politimands bilnøgler og kan drøne væk!",negative
"RT @USER: #dkpol #dkkultur Absolut en artikel, der er værd at læse

[LINK]",positive
Hvorfor bliver parallelsamfundet #dkmedier ved med at TRO de er troværdige? #DonsbachsForskning Mål nu og respektér respondenter ift jeres image. #dkpol,negative
Trecifret millioninvestering i Aarhus Lufthavn,neutral
"Lise Kaaberbøl, politiker og husmor, kæmpede for det gode skoleliv Billund: Det er ikke de fire år som politiker, der fylder. Heller ikke arbejdslivet, der nok var spændende, og som tog en drejning undervejs. Det er familien, det hele drejer sig om. Det …",neutral
Hvilken ? Du skriver ikke under noget opslag/Tweet 🙂,neutral
Det kan noget for de unge. Måske især hvis man hører imens? 😎,positive
RT @USER: Simpelthen det bedste jeg har læst om Ghita historien! Tak #dkpol,positive
"Vi har i dag holdt grøn eksamen for partierne i #dkpol. I alt var der eksamen i fire fag - nemlig vores fire forslag om klima og natur. Se hvem der set fra vores synspunkt bestod, hvem der dumpede og hvor censor stadig er i tvivl 👇🏼#dkgreen #grøngrønnerealternativet #derforuffe",neutral
"Hele Brexit-processen er den bedste reklame, EU nogensinde kunne få.",negative
"Hvorfor var der ikke straffe til AaB der? Der er jo straffe INDEN der er offside. 
Ligesom i Arsenal-Tottenham. Det mener reglerne i England jo i hvert fald:",negative
"menneske - og ved at som Paludan tit siger alle muslimer er amøber og underudviklet, så føler jeg lidt det arbejder hen imod det jeg som person har noget imod.",negative
"Helt ærligt kan vi ikke droppe den her diskussion? Vacciner er livsnødvendige! 
Jeg er selv mor. Jeg og mine børn er vaccinerede, og jeg kommer aldrig til at forstå, at nogle fravælger det #vaccinervirker #dksund 
[LINK]",neutral
Skanderborg Håndbold henter gammel kending -,positive
"En status uden Paludan: Jeg vidste ikke, før jeg blev forælder, hvor kedeligt det er at planlægge sund mad dagligt. Så når nu børnene er hos bedsteforældrene bliver mit sunde &amp; næringsrige &amp; befriende aftensmåltid denne lørdag aften ... øl #ah #livetmedbørn",positive
Foråret er kommet. Alt springer ud. #spring #denmark #copenhagen #filipino,positive
15:00 idag får vi se om Event Horizon Telescope har taget det første billed af et sort hul. Det kan fortælle os om Einsteins Generelle Relativitetsteori stadig virker. Find video link her: #dkforsk #dkudd #dkpol,neutral
"UVM_dk: Fire ud af de fem regioner har oplevet en stigning i andelen af elever, der søger en erhvervsuddannelse. Højdespringeren er Region Nordjylland, der ligger 1,5 procentpoint højere end sidste år. Godt gået!
#uddpol #dkpol #eud",positive
"🗣️ ""Jeg plejer bare at sparke og lade mit ben tale for sig selv"" 🏈🇩🇰

Hør fra vores nyeste dansker i NFL, Phillip Andersen 👏👏 #nfldk",positive
"Lan og deres WLAN kan bindes sammen, med samme regler. Men så kræver det også at de er kablet til DET VLAN 😄 altså nok bedre/dyrere switch end nu",positive
Godt med fokus på nedslidte.Det minder meget om valgflæsk i sidste udkald. Det er en kendsgerning at de partier bag forliget har forringet tilbagetrækning i 2010 og dagpenge i 2011. Har stor humor over radikale indgår forlig med DF. #dkpol kan ikke se noget stærkt.,neutral
"Espersen i mimose-mood!? Der kan man bare se :)

Lige her er altså bare en borger, der bruger sin borgerret.
Han er ikke en MF, der misbruger sin MF-autoritet.

PS
Det her sker kun, fordi FT ikke står for transparens og ærlighed mht. partistøtte. Noget i klemme?",negative
"Opbakningen til at få bevillingen tilbage på 2016 niveau: DEN har du også!
... Det er i hvert fald nødvendigt, hvis vi ønsker at uddanne flere dygtige sygeplejersker.",positive
Moddemonstrationer har forvoldt ufattelig skade - nu kommer valgkampen til igen at handle om flygtninge fremfor f.eks. klima. Det er satme så sørgeligt.,negative
#dkpol Forstår godt Berlingske og det er ØV for 24/7 er den radio jeg lytter mest til - ærgerligt at Dansk Folkepart ved ikke kan tåle kritik når andre partier kan. Svært ved at forstå mit eget parti på dette område,negative
"""Her vogter jeg""-skiltet får helt ny betydning...",negative
"Det er for farligt pga den hjernetomme modstand fra kræfter, der ikke burde være i landet. Men når de selv demonstrerer som hitz but Tahrir mm, er der ingen fare og forbud.",negative
Den fejl overlader jeg trygt til fejlens rette ejermænd: Carsten Sæbye og Frimann🥊🥊,neutral
"Bare det at han mener der er en chance for at han forsat havde en karriere som fodboldspiller, viser jo hvor tosset manden er oppe i hovedet…",negative
Grillkrigen bluser op igen: Restaurant Flammen i hårdt angreb på Ilden-ejere #fyensdk,negative
Øh. Det tror jeg bliver svært. Populismen og overbuds politik er hvad det her er. Hvis man ikke kan fjerne folk der brænder romerlys under kampe. Hvordan vil man så gøre det andet!!,negative
"Det første drive af - 8 minutter, 15 spil, 80 yards, Touchdown #nfl #nfldk",neutral
Der er velfærd i udenlandske kolleger. Rigtig meget af det!,positive
"Er det kun mig, der ikke forstår argumentet med, at højere tobakspriser går ud over de mest sårbare. Højere afgifter forebygger unges rygedebut, kom nu #Spolitik #dkpol #sundhed
[LINK]",negative
"Ja det første skal bekæmpes. Samtidig skal Tavaloki, der afslører Islams rædsler, ikke politisk forfølges #dkpol #venstredk",negative
"2/2 Derfor har jeg svært ved at se dette som argument mod prisstigninger. For mig at se ligner det nærmere et tegn på, at der er brug for en indsats på flere områder. Dyrere smøger og meget mere udbredelse af viden om alternativerne - og i særdeleshed sikkerheden ved alternativer",positive
"Det bedste med denne aprilsnar har været, at jeg har fået bl.a til at tro på det. Det er lige før, at det er større end en invitation fra Trump😜 #dkpol",positive
"Kom nu drenge, det er den slemme dreng i klassen &amp; Danmark, I må gå sige fucked up og andre bandeord.
Morgen TV på TV2 har jo vist pik og patter kl. 7 om morgenen, så det er ingenting
😋🇩🇰
 #zulucs",positive
Kan man selv male et badekar og hvilke maling kan man bruge? Et par gode råd anyone?,neutral
"Så du vil hellere gå diktatorens ærinde og lade ham blive kaldt ""Den store leder"" som titel? (Supreme leader oversat).",negative
"Man bør naturligvis have lov til at protestere udenfor Zoo på offentlig vej, men omvendt har man naturligvis ikke ret til at protestere på privat grund inde i Zoo.",neutral
Når man skal beskrive ungdommen for morfar,neutral
