,text,label,paraphrased_text
217,Men der er også brug for større klarhed i sproget og vedrørende anvendelsen af kodeksen.,neutral,Der er behov for mere tydelighed både sprogligt og i forhold til hvordan kodeksen anvendes.
218,"Med hensyn til den strategi, som skal følges, er jeg en stor tilhænger af, at der fastlægges obligatoriske normer for år 2000 og år 2005.",positive,"Jeg synes, det er vigtigt at opstille obligatoriske normer for både år 2000 og år 2005, når det kommer til strategien, der skal følges."
219,Jeg vil slutte med at nævne nødvendigheden af at være bevidst om problemerne.,neutral,Det er vigtigt at være opmærksom på problemerne som en vigtig pointe.
220,"I kraft af at der i kompromisforslaget fokuseres på de stoffer, der er mest risikable, forbedres Reach-forslagets virkning, navnlig hvad angår stoffer, der produceres eller anvendes i små mængder.",neutral,"Ved at fokusere på de mest risikable stoffer i kompromisforslaget opnår Reach-forslaget en forbedret effekt, især når det gælder stoffer, der produceres eller anvendes i små mængder."
221,"Et spørgsmål, der imidlertid er ganske unikt, og som skal nævnes i denne forbindelse, er samarbejdet med Det Internationale Krigsforbrydertribunal vedrørende det tidligere Jugoslavien i Haag.",positive,"En bemærkelsesværdig ting at nævne er samarbejdet med Det Internationale Krigsforbrydertribunal vedrørende det tidligere Jugoslavien i Haag, idet det er et helt særligt spørgsmål i denne sammenhæng."
222,"Dens største målsætning er fortsat at reducere alle de former for støtte, som forvrider eller risikerer at forvride konkurrencen, men der er også andre målsætninger, som skal tages i betragtning, nemlig konkurrenceevne og vækst - Lissabon-målsætninger - og social samhørighed, som kræver støtte til modernisering og udvikling af vanskeligt stillede regioner.",neutral,"Hovedmålet er stadig at mindske al støtte, der forvrænger eller risikerer at forvrænge konkurrencen, men der er også andre mål, der skal tages i betragtning. Dette inkluderer Lissabon-målene om konkurrenceevne og vækst samt social solidaritet, som kræver støtte til modernisering og udvikling af ugunstigt stillede regioner."
223,"Jeg minder desuden om, at i henhold til artikel 12, stk. 1, i forretningsordenen skal indstilling af kandidater til posten som formand for Europa-Parlamentet ske med de pågældendes samtykke, og at de udelukkende kan indstilles af en politisk gruppe eller mindst 40 parlamentsmedlemmer.",neutral,"Jeg vil gerne minde om, at ifølge artikel 12, stk. 1, i forretningsordenen er det nødvendigt at få kandidaternes samtykke, når der indstilles til posten som formand for Europa-Parlamentet. Det er kun tilladt for en politisk gruppe eller mindst 40 parlamentsmedlemmer at indstille kandidater."
224,"Den nye Kommission skal træffe beslutning om de strategiske aktioner, som den anser for vigtigst med henblik på at nå både de mål, der er fastsat i traktaterne, og de mål, som de aktuelle forhold i Unionen og dens naboområder påtvinger os.",negative,"Det er op til den nye Kommission at tage beslutninger om de strategiske handlinger, der vurderes som mest vigtige for at nå både målene fastsat i traktaterne og målene pålagt af de aktuelle forhold i Unionen og dens nærområder."
225,"Hr. formand, det bliver ensformigt, men også jeg er ordføreren Trakatellis meget taknemlig for denne gode betænkning.",positive,"Kære formand, jeg vil også gerne udtrykke min taknemmelighed over for ordføreren, hr. Trakatellis, for denne fantastiske betænkning, selvom det kan virke gentagende."
226,"Hr. MacCormick, kunne De gentage Deres udvidede bemærkning til forretningsordenen?",neutral,"Kunne De venligst gentage Deres uddybende kommentar til forretningsordenen, hr. MacCormick?"
227,Samlet set er ændringerne af stabilitets- og vækstpagten velafbalancerede.,neutral,I det store hele er justeringerne af stabilitets- og vækstpagten afpassede.
228,I øjeblikket arbejder vi således også rent teknisk på oprettelsen af en sådan database.,neutral,Vi arbejder for øjeblikket på oprettelsen af en sådan database på teknisk niveau.
229,Jeg tænker især på ændringsforslagene om uddannelse af trafikanterne og finansiering af reparations- og vedligeholdelsesarbejder i tunneller.,neutral,Mine tanker går især på ændringsforslagene vedrørende trafikantuddannelse og finansiering af vedligeholdelse i tunnellerne.
230,"Jeg opfordrer dog det irske formandskab til at være forsigtigt, for endnu en fiasko ville være fatal for tilliden fra de europæiske vælgere, som skal stemme i juni.",neutral,"Jeg vil dog opfordre det irske formandskab til at udvise forsigtighed, da en yderligere fiasko ville have alvorlige konsekvenser for tilliden fra de europæiske vælgere, der skal stemme i juni."
231,"Jeg vil ikke lykønske ordføreren, fru Lalumière.",negative,"Jeg har ingen intentioner om at give ordføreren, fru Lalumière, mine lykønskninger."
232,"Ofte er det også den berygtede jungle af regler, formularer og skranker, som afholder den lille selvstændige erhvervsdrivende fra at ansætte personale.",negative,"Den lille selvstændige erhvervsdrivende bliver ofte afskrækket fra at ansætte personale på grund af den berygtede og komplekse jungle af regler, formularer og skranker."
233,"&#160;&#160; Hr. formand, hr. kommissær, ærede kolleger, efter to et halvt års intensive undersøgelser og inspektioner kan Den Internationale Atomenergiorganisation ikke bekræfte, at det iranske nukleare program har en fredelig karakter, og meget vigtige spørgsmål er stadig ubesvarede.",negative,"Efter to og et halvt års grundige undersøgelser og inspektioner har Den Internationale Atomenergiorganisation ikke formået at bekræfte den fredelige karakter af det iranske nukleare program. Der er stadig mange ubesvarede spørgsmål, som er af stor betydning. Kære kolleger, hr. formand og hr. kommissær."
234,"Jeg er af den opfattelse, at katastrofer som denne, med hundredevis af døde og tusindevis af kvæstede og sårede og med uoverskuelige økonomiske og sociale følger, bør få Europa-Parlamentet til at gå alvorligt ind i sagen.",negative,"Jeg mener, at når der sker katastrofer som denne, hvor mange mennesker omkommer og get bliver såret samt de økonomiske og sociale konsekvenser bliver overvældende, burde Europa-Parlamentet handle seriøst."
235,"Det passer til de spørgsmål, som jeg i dag stiller Kommissionen om polske bygningsarbejdere, som arbejder uden en kollektiv arbejdsoverenskomst.",neutral,"Jeg har nogle spørgsmål til Kommissionen om polske bygningsarbejdere, der arbejder uden en kollektiv arbejdsoverenskomst, og det er relevant."
236,"Men lad os nu se, hvordan medlemslandene griber opgaven an.",neutral,"Dog er det væsentligt at bemærke, hvordan medlemslandene håndterer denne opgave."
237,"Hvis det er tilfældet, har der i dag kun været én afstemning ved navneopråb.",neutral,"Hvis det er sandt, er der kun blevet gennemført en afstemning ved navneopråb i dag."
238,"På den anden side er der energiforsynerne, oliehandlere, olieproducenter, og de vil præcis det modsatte.",neutral,"På den anden side er der energileverandørerne, oliehandlere samt olieproducenter, som ønsker det stik modsatte."
239,"I forbindelse med dette er der risiko for, at de bliver lettere at forfalske.",negative,"Der er en risiko for, at de kan blive mere modtagelige for forfalskning i denne sammenhæng."
240,Jeg vil afslutte med følgende bemærkning: Vi hørte alle præsident Chiracs tale i Parlamentet i går.,neutral,"Jeg ønsker at slutte af med at sige, at alle i går hørte præsident Chiracs tale, som blev holdt i Parlamentet."
241,"Vi mener sågar, at dette er et ret stort vrængbillede.",negative,"Vi synes endda, at dette er et ret stort misforståelse."
242,Det er yderst vanskeligt at lokalisere disse børn og få dem ud af denne prostitutionstilstand.,negative,At finde og befri disse børn fra prostitution er en meget udfordrende opgave.
243,En betragtelig del af miljøforureningen skyldes SMV.,neutral,Miljøforureningen er i høj grad forårsaget af små og mellemstore virksomheder (SMV'er).
244,Milliarder af euro i udviklingsbistand har ikke ændret noget på dette.,negative,"Til trods for de mange milliarder euro i udviklingsbistand, er der stadig ingen ændringer på dette område."
245,"Dette betyder naturligvis ikke, at der ikke er behov for at genbehandle de lovgivninger, der har rejst polemik, men det betyder, at man i første omgang må hævde rettighederne og i det mindste tale om uddannelse, omsorg og deling; det er ikke nok at erklære, at man er imod diskrimination, man må i stedet sørge for ikke at forskelsbehandle dem, som Moder Teresa i Calcutta har kaldt de fattigste blandt de fattige.",neutral,"Selvom der stadig kan være behov for at revidere kontroversielle love, betyder det ikke, at man ikke skal insistere på rettighederne i første omgang. I stedet bør man tale om vigtigheden af uddannelse, omsorg og deling. Det er ikke tilstrækkeligt at erklære sig imod diskrimination; vi skal også undgå at forskelsbehandle dem, som Moder Teresa i Calcutta beskrev som de allerfattigste blandt de fattige."
246,"Så i hver enkelt institution, herunder også de andre såsom Domstolen og Revisionsretten, er der et åbenbart behov for meget betydelige forbedringer, og det glæder mig at have lejlighed til igen at understrege dette ved spørgetiden her i Parlamentet.",positive,"I hver institution, herunder Domstolen og Revisionsretten, er der tydeligvis behov for betydelige forbedringer. Det glæder mig at få muligheden for at understrege dette igen under spørgetiden i Parlamentet."
247,For bare en uge siden var vi vidne til begyndelsen på en ekstraordinær bevægelse der.,positive,"For blot en uge siden, var vi iagttagere af begyndelsen på en bemærkelsesværdig bevægelse der."
248,Det ville nemlig føre til en strøm af krav fra forskellige særinteresser og særområder.,neutral,Det vil medføre en betydelig mængde af krav fra diverse særinteresser og særområder.
249,"Fra det øjeblik krisen brød ud, kan Europas vej ikke længere være splittet, selv ikke i to parallelle spor - der kan ikke være to hastigheder.",neutral,"Fra det øjeblik krisen begyndte, er det ikke længere muligt for Europa at forblive splittet i to parallelle spor - der kan ikke være forskellige hastigheder."
250,De alvorlige beskyldninger mod de franske og svenske styrker er dermed ubegrundede.,negative,Der er ingen grund til at stille alvorlige beskyldninger mod de franske og svenske styrker.
251,"I den lille by, hvor jeg var borgmester, var der ganske mange mænd og kvinder, men især ganske mange kvinder, som havde mistet børn under krigen.",negative,"I den lille by, hvor jeg var borgmester, boede der mange mænd og kvinder. Særligt var der en stor gruppe kvinder, der havde oplevet at miste deres børn under krigen."
252,Vores hensigt har i tråd med Kommissionens oprindelige forslag hele tiden været at forsyne forbrugerne med generelle oplysninger om ophavsretskrænkelser.,neutral,Vi har altid haft til hensigt at give forbrugerne generel information om ophavsretskrænkelser i overensstemmelse med det oprindelige forslag fra Kommissionen.
253,Det endelige kommissionsforslag førte ikke til eufori.,negative,Det endelige forslag fra kommissionen skabte ikke nogen stor begejstring.
254,"I modsat fald er der risiko for, at særlove, der anvendes til bekæmpelse af den organiserede kriminalitet, kan ende med at blive normale love, hvilket naturligvis ville være et stort skridt tilbage for de europæiske borgeres frihed og for demokratiet.",negative,"Hvis vi ikke passer på, kan de særlige love, der bruges til at bekæmpe organiseret kriminalitet, muligvis blive almindelige love. Dette ville naturligvis være en betydelig tilbagegang for borgernes frihed og demokratiet i Europa. Vi skal være forsigtige for at undgå denne risiko."
255,"Interventionerne bør have husholdninger med lav indkomst, som defineret i gældende national lovgivning, som målgruppe.",neutral,Målet for interventionerne bør være husholdninger med lav indkomst i overensstemmelse med gældende national lovgivning.
256,"Han har desuden sagt, at det følgelig bliver unødvendigt at fastsætte en grænseværdi for tilsætning af disse proteiner - der har til formål at sikre optagelsen i kødet af betydeligt større mængder vand.",neutral,"Derudover har han påpeget, at det derfor ikke vil være nødvendigt at fastsætte en grænseværdi for tilsætning af de proteiner, som har til formål at sikre større mængder vand optages i kødet."
257,"Jeg vil gerne nævne Revisionsretten som et godt eksempel på, hvad der er god praksis for udarbejdelsen af et budget.",positive,"Jeg vil fremhæve Revisionsretten som et illustrerende eksempel på, hvordan man kan følge god praksis ved udformningen af et budget."
258,"Man kan og bør således finde nye veje, man bør være opfindsom og man bør sige tingene lige ud.",positive,"Det er vigtigt at være kreativ og tænke ud af boksen, når man søger nye løsninger. Det er også essentielt at være ærlig og direkte i sin kommunikation."
259,"Tilbage står, at EU og Kommissionen kun kan handle inden for rammerne af de beføjelser, som traktaten giver dem.",neutral,"EU og Kommissionen er begrænset af de beføjelser, som traktaten har tildelt dem, og kan derfor kun handle indenfor disse rammer."
260,"&#160;&#160; Ofte virker det, som om der ikke er noget nyt at sige om ligestilling mellem mænd og kvinder.",neutral,"Det synes ofte, som om der ikke er noget nyt at tilføje i diskussionen om ligestilling mellem mænd og kvinder."
261,"Det betyder naturligvis, at opmærksomheden henledes på projekter af grænseoverskridende betydning.",neutral,"Selvfølgelig betyder det, at man fokuserer på projekter, der har betydning på tværs af grænser."
262,"Af alle disse grunde er det nødvendigt at gøre noget ved lufttransportproblemet set ud fra et miljømæssigt synspunkt, og det skal ske på en global og sammenhængende måde, det vil sige, at man også skal tage hensyn til de aspekter, der er forbundet med lufttransportvirksomhed.",neutral,"Der er et presserende behov for at håndtere lufttransportproblemet fra et miljømæssigt perspektiv. Dette kræver en global og integreret tilgang, hvor man også tager højde for de aspekter, der er forbundet med lufttransportvirksomhed. Det er vigtigt at tackle disse udfordringer i fællesskab på tværs af landegrænser."
263,"Derfor håber jeg, at vi ved afslutningen af det svenske formandskab vil have konkrete og gode resultater, som vi kan arbejde videre med.",neutral,"Jeg har et ønske om, at ved afslutningen af det svenske formandskab, vil vi have opnået konkrete og bemærkelsesværdige resultater, der vil kunne danne grundlag for vores videre arbejde."
264,"Jeg frygter, at det - hvis vi følger kommissionsforslaget i dette spørgsmål således, som det er blevet fremsat - på baggrund af de betænkeligheder, der allerede er i Rådet, og som fremgår af Den Europæiske Domstols afgørelse, som jeg har omtalt, og af Revisionsrettens anden beretning, ikke fører til en positiv beslutningstagning i Rådet.",negative,"Jeg er bekymret for, at Rådet ikke vil træffe en positiv beslutning, hvis vi følger Kommissionens forslag, som det er præsenteret. Både Rådets eksisterende betænkeligheder, som er blevet påpeget i Den Europæiske Domstols afgørelse og Revisionsrettens anden beretning, gør mig nervøs for udfaldet."
265,"Hr. Landsbergis, som kender Nordkaukasus bedre end næsten alle andre, har stillet et par mundtlige ændringsforslag, som strammer op på teksten, og som jeg vil bede Dem støtte.",positive,"Hr. Landsbergis, der har en ekspertise i Nordkaukasus, har fremsat nogle mundtlige ændringsforslag, der styrker teksten, og jeg vil gerne bede Dem om at støtte dem."
266,De skal sikre overholdelsen af reglerne for velfærd og dyresundhed.,positive,"Det er vigtigt at sikre, at reglerne for velfærd og dyresundhed bliver overholdt."
267,"Det siger sig selv, at dette påvirker grænseturismen hårdt.",neutral,"Det er klart, at dette har en betydelig indvirkning på grænseturismen."
268,"Det har som medlem af Europarådet forpligtet sig til at respektere menneskerettighederne, og vi skal hjælpe Aserbajdsjan med at fortsætte ad denne vej.",positive,Som medlem af Europarådet har vi en forpligtelse til at overholde menneskerettighederne og yde vores støtte til Aserbajdsjan for at fortsætte på denne positive kurs.
269,"En af mine venner fortalte mig om en kvinde på en busstation i Wolverhampton, der havde et barn i en klapvogn.",neutral,"En person i min omgangskreds delte en historie om en kvinde, der var på en busstation i Wolverhampton og havde sit barn med i en klapvogn."
270,"Det er klart, at invaliditet og fattigdom hænger tæt sammen, ligesom det er tilfældet med invaliditet og sygdom og manglende sundhedsassistance.",neutral,"Det er tydeligt, at der er en stærk sammenhæng mellem invaliditet og fattigdom. Det samme gælder for invaliditet og sygdom, samt manglen på sundhedsydelser."
271,"Jeg takker både hr. Ferber og ordføreren på forhånd for den måde, hvorpå de imødekommer os.",positive,"På forhånd vil jeg gerne takke både hr. Ferber og ordføreren for den venlige måde, de tager imod os på."
272,Disse instrumenter er absolut nødvendige med hensyn til Cypern.,neutral,Cypern har et stærkt behov for disse instrumenter.
273,"Vi ved, at det er ekstremt vanskeligt.",neutral,"Det står klart, at det er en yderst udfordrende opgave."
274,Vi håber en dag at kunne byde Tyrkiet velkommen i Fællesskabet.,positive,"Det er vores håb, at Fællesskabet en dag kan byde Tyrkiet velkommen."
275,Det har stået på i 10 år.,negative,Det har varet i 10 år.
276,"Desuden mener både toldmyndighederne og de erhvervsdrivende generelt, at de nuværende toldprocedurer og -processer er unødigt komplicerede.",negative,"Yderligere finder både toldmyndigheder og erhvervsdrivende generelt, at de nuværende toldprocedurer og -processer er unødvendigt komplekse."
277,"På vegne af min gruppe opfordrer jeg alle mine kolleger til at godkende denne fælles holdning, der er resultatet af en konsensus i Udvalget om Landbrug og Udvikling af Landdistrikter, og som ligger på linje med styrkelsen af Europas identitet på landbrugsområdet.",positive,"Jeg vil gerne opfordre mine kolleger til at støtte denne fælles holdning, som er opnået ved konsensus i Udvalget om Landbrug og Udvikling af Landdistrikter. Det er vigtigt for os at styrke Europas identitet inden for landbrugssektoren."
278,"De pågældende test afslører således ikke omdannede prionproteiner, før disse har nået et vist stade.",neutral,"De specifikke testmetoder afslører prionproteiner efter en vis tid, når de er blevet omdannede til en vis grad."
279,"Endelig foreslår vi også i vores meddelelse, at der oprettes en europæisk koordinationsstruktur i 2009 til støtte af demonstrationsprojekter inden for CO2-opsamling og -deponering gennem videndeling, fælles kommunikationsaktiviteter og andre fælles foranstaltninger.",neutral,"I vores meddelelse lægger vi også op til oprettelsen af en europæisk koordinationsstruktur i 2009. Denne struktur er vigtig for at støtte demonstrationsprojekter inden for CO2-opsamling og -deponering. Formålet med koordinationsstrukturen er at fremme videndeling, fælles kommunikationsaktiviteter og andre fælles tiltag."
280,"Kvinder har brug for støtte, de har brug for mere uddannelse, lempelige arbejdstider og tilstrækkelig hjælp til at kunne forene arbejdsliv og familieliv.",neutral,"Kvinder har behov for opbakning, de har brug for yderligere uddannelse, fleksible arbejdstider og tilstrækkelig støtte til at kunne balancere deres karriere og familieliv."
281,"Hvilket kan være rigtigt rent kvantitativt set, men diskutabelt, hvis man ser på den kvalitet, der kan ligge i at have flere ældre, mere livs- og arbejdserfaring, mere virkelig menneskelig kapital.",negative,"Selv om det kan være sandt ud fra et kvantitativt synspunkt, er det debatterbart, når man ser på kvaliteten ved at have flere ældre med mere livs- og arbejdserfaring, samt mere reel menneskelig kapital."
282,"Derfor bør vi, hr. formand, bruge al den magt og indflydelse, vi råder over, til at sætte en stopper for dette skammelige fænomen.",negative,"Af denne grund burde vi, hr. formand, udnytte vores fulde magt og indflydelse til at stoppe denne skændige praksis."
283,"Denne definition gør det muligt at afmærke området og systematisk at undersøge, om instrumenterne også virkelig gavner målgruppen.",positive,"Med denne definition kan man mærke området af og systematisk undersøge, om instrumenterne virkelig gavner målgruppen."
284,Kun på den måde kan man forhindre konkurrenceforvridning og miljødumping.,neutral,"Det er kun ved at gøre dette, at man kan undgå at forvride konkurrencen og forurene miljøet."
285,Der er dog stadig hindringer for arbejdskraftens frie bevægelighed.,negative,Til trods for dette er der stadig udfordringer med at sikre arbejdskraftens frie bevægelighed.
286,"Det er også baggrunden for, at vi samarbejder med organisationer, som er optaget af at beskytte børn og kvinder.",positive,"Vi samarbejder også med organisationer, der fokuserer på at beskytte børn og kvinder, da det er grunden til."
287,"Jeg mener, at vi må organisere vort arbejde noget bedre.",neutral,"Jeg synes, det er nødvendigt at forbedre vores organisering af arbejdet."
288,"Som De ser, fru formand, mine damer og herrer, er Frankrigs køreplan for EU-formandskabet både ambitiøs og konkret.",positive,"Som I kan observere, fru formand og ærede gæster, er Frankrigs plan for EU-formandskabet både ambitiøs og detaljeret."
289,"Heller ikke den hverken undersøger eller foreslår alternativer, der kunne bestå i styrkelse af de offentlige investeringer på alle niveauer, i øget samarbejde mellem de nationale selskaber om at skabe og drive højhastighedskorridorer og i forbedring af tilbuddenes kvalitet.",negative,"Den undersøger heller ikke og giver heller ikke forslag til alternativer, der kan involvere en styrkelse af de offentlige investeringer på alle niveauer, øget samarbejde mellem nationale virksomheder for at etablere og drive højhastighedskorridorer, og forbedring af kvaliteten af ​​tilbuddene."
290,"Et fælles forsvar for Den Europæiske Union vil være en grundlæggende betingelse for stabilitets-og fredsbevarelsen, sådan som det også blev slået fast på NATO-topmødet i Washington for nylig.",neutral,"Det er afgørende for stabiliteten og bevarelsen af freden i Den Europæiske Union, at der etableres et fælles forsvar. Dette blev understreget på NATO-topmødet i Washington for nylig."
291,"Men jeg forstår, at De har bedt mig om at komme, for at jeg kan tale mere direkte til Dem om udenrigspolitikken og især om sikkerhedspolitikken i Europa efter Helsinki.",neutral,"Jeg forstår, at De har anmodet mig om at deltage i mødet for at drøfte udenrigspolitikken og især sikkerhedspolitikken i Europa efter Helsinki. Lad os tale mere direkte om dette emne."
292,"Forenklingen er et ganske vigtigt mål, som vi tilstræber, ligesom gennemsigtigheden.",positive,"Vi lægger stor vægt på både forenkling og gennemsigtighed, da begge er vigtige mål for os."
293,"Jeg argumenterer ikke for en revision af Maastricht-konvergenskriterierne, men jeg føler, at man skulle lægge større vægt på »Ø« i ØMU'en.",neutral,"Min holdning er ikke at argumentere for en revision af Maastricht-konvergenskriterierne, men jeg mener, at der burde være mere fokus på ""Ø"" i ØMU'en."
294,"Kommissionen skal vurdere dem, men den kan ikke give instrukser på det område.",neutral,"Kommissionen har beføjelse til at foretage en vurdering af dem, men den har ikke mulighed for at udstede instrukser på dette område."
295,"Kunne De fortælle os lidt mere om, hvad disse kriterier kunne være?",neutral,"Kan De give os mere information angående, hvilke kriterier der kunne være relevante?"
296,"For det drejer sig om spørgsmål, der angår social sikring, vurderingen af arbejde i hjemmet og kvalifikationer, samt om arbejdsvilkår som f.eks. tilrettelæggelsen af arbejdstiden og meget mere.",neutral,"Det handler om forskellige spørgsmål vedrørende social sikring, vurdering af hjemmearbejde og kvalifikationer, samt arbejdsvilkår såsom arbejdstidsplanlægning og lignende. Der er mange andre aspekter, der også er involveret."
297,"Hr. formand, jeg vil gerne takke hr. Bolkestein for hans svar.",positive,"Hr. formand, jeg ønsker at udtrykke min taknemmelighed over for hr. Bolkestein for hans respons."
298,Længe leve Frankrig!,positive,Frankrig skal bestå!
299,"Det kan godt være, men når Revisionsretten kommer med en konklusion, så går jeg ud fra, at den er baseret på eksakte tal.",negative,"Selvom det kan være tilfældet, forventer jeg stadig, at Revisionsretten baserer deres konklusioner på præcise og nøjagtige tal."
300,"Mange af os, der har arbejdet loyalt i Europa-Parlamentets Fiskeriudvalg i mange år, er blevet kørt ud på et sidespor i hastværkets navn.",negative,"I hasten har flere af os, der har dedikeret mange års loyalitet til Fiskeriudvalget i Europa-Parlamentet, følt os overset og sat til side."
301,"Hr. formand, jeg synes, at vi skulle høre kommissæren og så ikke flere, ellers skal vi til at planlægge endnu en omgang.",neutral,"Kære formand, jeg mener, at vi bør lytte til kommissæren og ikke flere personer, ellers vil vi skulle planlægge endnu en runde."
302,"Sikkert er det, at standarden på dette område er betydeligt lavere især i de kommende tiltrædelseslande i Central- og Østeuropa.",negative,"Det er helt klart, at standarden på dette område er markant lavere, især i de kommende tiltrædelseslande i Central- og Østeuropa."
303,"Fru formand, ærede hr. formand for Rådet, Kommissionens forslag om en mælkemarkedsordning omfatter hovedsageligt tre områder, nemlig prisstøtten, indkomstudligningen for mælkeproducenter og garantimængdeordningen.",neutral,"Fru formand, ærede hr. formand for Rådet, Kommissionens forslag til en mælkemarkedsordning dækker primært tre områder, nemlig støtte til priser, udligning af indkomster for mælkeproducenter og garantimængdeordningen."
304,Man har talt om audiovisuelle tjenester.,neutral,Der er blevet diskuteret audiovisuelle tjenester.
305,"For det andet vil det skabe en mere effektiv Union - en Union, der med 25 medlemsstater kan træffe beslutninger og handle.",positive,"Ydermere vil dette bidrage til at skabe en mere effektiv Union, hvor 25 medlemsstater kan handle og tage beslutninger sammen."
306,"Men i øjeblikket er der størst risiko blandt malkekvægbestanden, de 6-7-årige køer, hvilket er grunden til, at vi siden mit indlæg sidste år har fået en destruktionsordning, der blev offentliggjort den 13. december 2000, hvis jeg husker rigtigt, og som vil være på plads indtil årets udgang.",neutral,"For tiden er den største risiko blandt malkekvægbestanden hos de 6-7-årige køer. Derfor blev der siden mit indlæg sidste år etableret en ordning til destruktion, der blev annonceret den 13. december 2000, hvis jeg husker rigtigt. Denne ordning vil være på plads indtil årets afslutning."
307,"Vi må sikre, at processen fortsætter.",neutral,"Det er vigtigt, at vi sørger for, at processen fortsætter."
308,"Hr. formand, jeg håber, jeg ikke kommer for sent.",neutral,"Kære formand, undskyld forsinkelsen. Jeg håber, det ikke gør noget."
309,"Hr. ping har forsikret mig om, at indsatsen - ikke hele mæglingsindsatsen, men indsatsen generelt - har til formål at forberede udviklingen og at det, hvis alt går vel, vil være muligt at skabe basis for fremskridt i løbet af de næste par dage.",positive,"Jeg blev forsikret af Hr. Ping om, at indsatsen, selvom den ikke omfatter hele mæglingsindsatsen, har et formål med at forberede udviklingen og at der, i bedste tilfælde, vil være grundlag for fremskridt i løbet af de kommende dage."
310,Vi har svigtet med hensyn til at forsvare dem førhen.,negative,Vi har tidligere ikke levet op til vores forpligtelse om at beskytte dem.
311,"Det er altså en erhvervsdrivende, der hører ind under små eller mellemstore virksomheder, som vi i Europa så gerne vil fremme, fordi de skaber beskæftigelse.",positive,"Europa har stor interesse i at støtte små og mellemstore virksomheder, da de skaber job og økonomisk vækst. Derfor fokuserer vi på at hjælpe de erhvervsdrivende, der er inden for denne kategori."
312,Mange tak.,positive,Tak skal du have.
313,"Jeg glæder mig over, at Rådets formand i dag offentligt har erklæret, at lejren skal lukkes.",positive,"Det glæder mig, at Rådets formand i dag har offentligt bekræftet, at lejren skal lukkes."
314,Chile,neutral,"Chile er et land i Sydamerika beliggende mellem Andesbjergene og Stillehavet. Det er kendt for sin naturskønhed og mangfoldige landskab, herunder ørkener, bjerge, skove og søer. Landet har også en rig kultur, der afspejles i sin kunst, musik og mad. Et besøg i Chile byder på muligheder for at udforske nationalparker, vandre på gletsjere, nyde lokale vine og dykke i havet. Chili er også berømt for sine historiske steder, herunder Valparaiso, en farverig havneby, og Chiloe-øerne, der kendetegnes ved deres unikke trækirker. Uanset om man er interesseret i natur, kultur eller eventyr, har Chile noget for enhver smag."
315,Spørgsmålet er: Hvordan når vi dette mål?,neutral,Hvordan kan vi opnå dette mål?
316,"Det er vigtigt, at EuropaParlamentet forstår, hvor afgørende det er, at denne aftale bliver vedtaget her, hvis vi skal udstråle den gennemskuelighed, som hr. de Vries talte om.",neutral,"EuropaParlamentet bør indse, hvor essentielt det er at vedtage denne aftale, for at vi kan demonstrere den ønskede gennemsigtighed, som hr. de Vries pointerede."
317,Måske kan De også hjælpe med at få dem frigivet.,positive,Måske kan De også assistere med at få dem frigivet.
318,"Jeg er nødt til at bære min ordførerkasket og udtale mig som ordfører, idet jeg udmærket ved, at formanden er meget opmærksom på, hvad jeg siger.",neutral,"Det er afgørende for mig at have min ordførerkasket på og tale som en ordfører, da jeg er klar over, at formanden følger nøje med i mine udtalelser."
319,"Det virker i øvrigt som om, at De kun har ros til overs for vores arbejde, for vores bidrag og dermed for, at Parlamentet er blevet involveret i langt højere grad - for ikke at tale om en generel anvendelse af den fælles beslutningsprocedure i landbrugsspørgsmål, men det er en anden drøftelse, som vi endnu har til gode.",neutral,"Derudover synes det som om, at De kun har positive ting at sige om vores arbejde og vores bidrag, hvilket også har ført til en øget involvering af Parlamentet. Den generelle brug af den fælles beslutningsprocedure inden for landbrugsspørgsmål er også et emne, der fortjener en dedikeret diskussion, som vi endnu ikke har haft."
320,"Det er nødvendigt at udvikle denne europæiske plan og knytte den tydeligt sammen med regionalpolitikken og den reform, der skal gennemføres inden 2006.",neutral,"Det er afgørende at udvikle en europæisk plan, som er klart forbundet med regionalpolitikken og den reform, der skal implementeres før 2006."
321,"Hr. formand, Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino, Tanio, så mange navne er der i ulykkeshukommelsen.",negative,"Kære formand, der er utallige navne i erindringen om ulykker som Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino og Tanio."
322,"Jeg er imidlertid bange for, at disse to skibes sejlads til Det Forenede Kongerige er en del af en større plan om en større karruseltur til lande som f.eks.",negative,"Dog frygter jeg, at disse to skibs rejse til Storbritannien er en del af en større plan om en omfattende tur til andre lande, såsom"
323,"Vi er imidlertid skuffede over, at forslagene ikke er mere vidtgående.",negative,"Vi er dog skuffede over, at forslagene ikke går længere."
324,"Vi kan ikke tvinge nationer til at efterleve disse principper, men vi kan tilskynde dem til det.",neutral,"Det er ikke muligt for os at påtvinge nationer at overholde disse principper, men vi kan opfordre dem til at gøre det."
325,"Jeg mener ikke, vi har råd til at smide fisk tilbage i havet, når de er så værdifulde.",negative,"Jeg synes ikke, det er økonomisk forsvarligt at kaste fisk tilbage i havet, når de har en så høj værdi."
