text,label
"Den etårige frist for afgørelse af de klager, som Kommissionen modtager, er normalt passende, men den er udtrykkeligt fastsat som et generelt princip, der ikke behøver at finde anvendelse i alle tilfælde.",neutral
"De ændringer, han har foreslået, er kosmetiske.",negative
Men der er også brug for større klarhed i sproget og vedrørende anvendelsen af kodeksen.,neutral
"Med hensyn til den strategi, som skal følges, er jeg en stor tilhænger af, at der fastlægges obligatoriske normer for år 2000 og år 2005.",positive
Jeg vil slutte med at nævne nødvendigheden af at være bevidst om problemerne.,neutral
"I kraft af at der i kompromisforslaget fokuseres på de stoffer, der er mest risikable, forbedres Reach-forslagets virkning, navnlig hvad angår stoffer, der produceres eller anvendes i små mængder.",neutral
"Et spørgsmål, der imidlertid er ganske unikt, og som skal nævnes i denne forbindelse, er samarbejdet med Det Internationale Krigsforbrydertribunal vedrørende det tidligere Jugoslavien i Haag.",positive
"Dens største målsætning er fortsat at reducere alle de former for støtte, som forvrider eller risikerer at forvride konkurrencen, men der er også andre målsætninger, som skal tages i betragtning, nemlig konkurrenceevne og vækst - Lissabon-målsætninger - og social samhørighed, som kræver støtte til modernisering og udvikling af vanskeligt stillede regioner.",neutral
"Jeg minder desuden om, at i henhold til artikel 12, stk. 1, i forretningsordenen skal indstilling af kandidater til posten som formand for Europa-Parlamentet ske med de pågældendes samtykke, og at de udelukkende kan indstilles af en politisk gruppe eller mindst 40 parlamentsmedlemmer.",neutral
"Den nye Kommission skal træffe beslutning om de strategiske aktioner, som den anser for vigtigst med henblik på at nå både de mål, der er fastsat i traktaterne, og de mål, som de aktuelle forhold i Unionen og dens naboområder påtvinger os.",negative
"Hr. formand, det bliver ensformigt, men også jeg er ordføreren Trakatellis meget taknemlig for denne gode betænkning.",positive
"Hr. MacCormick, kunne De gentage Deres udvidede bemærkning til forretningsordenen?",neutral
Samlet set er ændringerne af stabilitets- og vækstpagten velafbalancerede.,neutral
I øjeblikket arbejder vi således også rent teknisk på oprettelsen af en sådan database.,neutral
Jeg tænker især på ændringsforslagene om uddannelse af trafikanterne og finansiering af reparations- og vedligeholdelsesarbejder i tunneller.,neutral
"Jeg opfordrer dog det irske formandskab til at være forsigtigt, for endnu en fiasko ville være fatal for tilliden fra de europæiske vælgere, som skal stemme i juni.",neutral
"Jeg vil ikke lykønske ordføreren, fru Lalumière.",negative
"Ofte er det også den berygtede jungle af regler, formularer og skranker, som afholder den lille selvstændige erhvervsdrivende fra at ansætte personale.",negative
"&#160;&#160; Hr. formand, hr. kommissær, ærede kolleger, efter to et halvt års intensive undersøgelser og inspektioner kan Den Internationale Atomenergiorganisation ikke bekræfte, at det iranske nukleare program har en fredelig karakter, og meget vigtige spørgsmål er stadig ubesvarede.",negative
"Jeg er af den opfattelse, at katastrofer som denne, med hundredevis af døde og tusindevis af kvæstede og sårede og med uoverskuelige økonomiske og sociale følger, bør få Europa-Parlamentet til at gå alvorligt ind i sagen.",negative
"Det passer til de spørgsmål, som jeg i dag stiller Kommissionen om polske bygningsarbejdere, som arbejder uden en kollektiv arbejdsoverenskomst.",neutral
"Men lad os nu se, hvordan medlemslandene griber opgaven an.",neutral
"Hvis det er tilfældet, har der i dag kun været én afstemning ved navneopråb.",neutral
"På den anden side er der energiforsynerne, oliehandlere, olieproducenter, og de vil præcis det modsatte.",neutral
"I forbindelse med dette er der risiko for, at de bliver lettere at forfalske.",negative
Jeg vil afslutte med følgende bemærkning: Vi hørte alle præsident Chiracs tale i Parlamentet i går.,neutral
"Vi mener sågar, at dette er et ret stort vrængbillede.",negative
Det er yderst vanskeligt at lokalisere disse børn og få dem ud af denne prostitutionstilstand.,negative
En betragtelig del af miljøforureningen skyldes SMV.,neutral
Milliarder af euro i udviklingsbistand har ikke ændret noget på dette.,negative
"Dette betyder naturligvis ikke, at der ikke er behov for at genbehandle de lovgivninger, der har rejst polemik, men det betyder, at man i første omgang må hævde rettighederne og i det mindste tale om uddannelse, omsorg og deling; det er ikke nok at erklære, at man er imod diskrimination, man må i stedet sørge for ikke at forskelsbehandle dem, som Moder Teresa i Calcutta har kaldt de fattigste blandt de fattige.",neutral
"Så i hver enkelt institution, herunder også de andre såsom Domstolen og Revisionsretten, er der et åbenbart behov for meget betydelige forbedringer, og det glæder mig at have lejlighed til igen at understrege dette ved spørgetiden her i Parlamentet.",positive
For bare en uge siden var vi vidne til begyndelsen på en ekstraordinær bevægelse der.,positive
Det ville nemlig føre til en strøm af krav fra forskellige særinteresser og særområder.,neutral
"Fra det øjeblik krisen brød ud, kan Europas vej ikke længere være splittet, selv ikke i to parallelle spor - der kan ikke være to hastigheder.",neutral
De alvorlige beskyldninger mod de franske og svenske styrker er dermed ubegrundede.,negative
"I den lille by, hvor jeg var borgmester, var der ganske mange mænd og kvinder, men især ganske mange kvinder, som havde mistet børn under krigen.",negative
Vores hensigt har i tråd med Kommissionens oprindelige forslag hele tiden været at forsyne forbrugerne med generelle oplysninger om ophavsretskrænkelser.,neutral
Det endelige kommissionsforslag førte ikke til eufori.,negative
"I modsat fald er der risiko for, at særlove, der anvendes til bekæmpelse af den organiserede kriminalitet, kan ende med at blive normale love, hvilket naturligvis ville være et stort skridt tilbage for de europæiske borgeres frihed og for demokratiet.",negative
"Interventionerne bør have husholdninger med lav indkomst, som defineret i gældende national lovgivning, som målgruppe.",neutral
"Han har desuden sagt, at det følgelig bliver unødvendigt at fastsætte en grænseværdi for tilsætning af disse proteiner - der har til formål at sikre optagelsen i kødet af betydeligt større mængder vand.",neutral
"Jeg vil gerne nævne Revisionsretten som et godt eksempel på, hvad der er god praksis for udarbejdelsen af et budget.",positive
"Man kan og bør således finde nye veje, man bør være opfindsom og man bør sige tingene lige ud.",positive
"Tilbage står, at EU og Kommissionen kun kan handle inden for rammerne af de beføjelser, som traktaten giver dem.",neutral
"&#160;&#160; Ofte virker det, som om der ikke er noget nyt at sige om ligestilling mellem mænd og kvinder.",neutral
"Det betyder naturligvis, at opmærksomheden henledes på projekter af grænseoverskridende betydning.",neutral
"Af alle disse grunde er det nødvendigt at gøre noget ved lufttransportproblemet set ud fra et miljømæssigt synspunkt, og det skal ske på en global og sammenhængende måde, det vil sige, at man også skal tage hensyn til de aspekter, der er forbundet med lufttransportvirksomhed.",neutral
"Derfor håber jeg, at vi ved afslutningen af det svenske formandskab vil have konkrete og gode resultater, som vi kan arbejde videre med.",neutral
"Jeg frygter, at det - hvis vi følger kommissionsforslaget i dette spørgsmål således, som det er blevet fremsat - på baggrund af de betænkeligheder, der allerede er i Rådet, og som fremgår af Den Europæiske Domstols afgørelse, som jeg har omtalt, og af Revisionsrettens anden beretning, ikke fører til en positiv beslutningstagning i Rådet.",negative
"Hr. Landsbergis, som kender Nordkaukasus bedre end næsten alle andre, har stillet et par mundtlige ændringsforslag, som strammer op på teksten, og som jeg vil bede Dem støtte.",positive
De skal sikre overholdelsen af reglerne for velfærd og dyresundhed.,positive
"Det siger sig selv, at dette påvirker grænseturismen hårdt.",neutral
"Det har som medlem af Europarådet forpligtet sig til at respektere menneskerettighederne, og vi skal hjælpe Aserbajdsjan med at fortsætte ad denne vej.",positive
"En af mine venner fortalte mig om en kvinde på en busstation i Wolverhampton, der havde et barn i en klapvogn.",neutral
"Det er klart, at invaliditet og fattigdom hænger tæt sammen, ligesom det er tilfældet med invaliditet og sygdom og manglende sundhedsassistance.",neutral
"Jeg takker både hr. Ferber og ordføreren på forhånd for den måde, hvorpå de imødekommer os.",positive
Disse instrumenter er absolut nødvendige med hensyn til Cypern.,neutral
"Vi ved, at det er ekstremt vanskeligt.",neutral
Vi håber en dag at kunne byde Tyrkiet velkommen i Fællesskabet.,positive
Det har stået på i 10 år.,negative
"Desuden mener både toldmyndighederne og de erhvervsdrivende generelt, at de nuværende toldprocedurer og -processer er unødigt komplicerede.",negative
"På vegne af min gruppe opfordrer jeg alle mine kolleger til at godkende denne fælles holdning, der er resultatet af en konsensus i Udvalget om Landbrug og Udvikling af Landdistrikter, og som ligger på linje med styrkelsen af Europas identitet på landbrugsområdet.",positive
"De pågældende test afslører således ikke omdannede prionproteiner, før disse har nået et vist stade.",neutral
"Endelig foreslår vi også i vores meddelelse, at der oprettes en europæisk koordinationsstruktur i 2009 til støtte af demonstrationsprojekter inden for CO2-opsamling og -deponering gennem videndeling, fælles kommunikationsaktiviteter og andre fælles foranstaltninger.",neutral
"Kvinder har brug for støtte, de har brug for mere uddannelse, lempelige arbejdstider og tilstrækkelig hjælp til at kunne forene arbejdsliv og familieliv.",neutral
"Hvilket kan være rigtigt rent kvantitativt set, men diskutabelt, hvis man ser på den kvalitet, der kan ligge i at have flere ældre, mere livs- og arbejdserfaring, mere virkelig menneskelig kapital.",negative
"Derfor bør vi, hr. formand, bruge al den magt og indflydelse, vi råder over, til at sætte en stopper for dette skammelige fænomen.",negative
"Denne definition gør det muligt at afmærke området og systematisk at undersøge, om instrumenterne også virkelig gavner målgruppen.",positive
Kun på den måde kan man forhindre konkurrenceforvridning og miljødumping.,neutral
Der er dog stadig hindringer for arbejdskraftens frie bevægelighed.,negative
"Det er også baggrunden for, at vi samarbejder med organisationer, som er optaget af at beskytte børn og kvinder.",positive
"Jeg mener, at vi må organisere vort arbejde noget bedre.",neutral
"Som De ser, fru formand, mine damer og herrer, er Frankrigs køreplan for EU-formandskabet både ambitiøs og konkret.",positive
"Heller ikke den hverken undersøger eller foreslår alternativer, der kunne bestå i styrkelse af de offentlige investeringer på alle niveauer, i øget samarbejde mellem de nationale selskaber om at skabe og drive højhastighedskorridorer og i forbedring af tilbuddenes kvalitet.",negative
"Et fælles forsvar for Den Europæiske Union vil være en grundlæggende betingelse for stabilitets-og fredsbevarelsen, sådan som det også blev slået fast på NATO-topmødet i Washington for nylig.",neutral
"Men jeg forstår, at De har bedt mig om at komme, for at jeg kan tale mere direkte til Dem om udenrigspolitikken og især om sikkerhedspolitikken i Europa efter Helsinki.",neutral
"Forenklingen er et ganske vigtigt mål, som vi tilstræber, ligesom gennemsigtigheden.",positive
"Jeg argumenterer ikke for en revision af Maastricht-konvergenskriterierne, men jeg føler, at man skulle lægge større vægt på »Ø« i ØMU'en.",neutral
"Kommissionen skal vurdere dem, men den kan ikke give instrukser på det område.",neutral
"Kunne De fortælle os lidt mere om, hvad disse kriterier kunne være?",neutral
"For det drejer sig om spørgsmål, der angår social sikring, vurderingen af arbejde i hjemmet og kvalifikationer, samt om arbejdsvilkår som f.eks. tilrettelæggelsen af arbejdstiden og meget mere.",neutral
"Hr. formand, jeg vil gerne takke hr. Bolkestein for hans svar.",positive
Længe leve Frankrig!,positive
"Det kan godt være, men når Revisionsretten kommer med en konklusion, så går jeg ud fra, at den er baseret på eksakte tal.",negative
"Mange af os, der har arbejdet loyalt i Europa-Parlamentets Fiskeriudvalg i mange år, er blevet kørt ud på et sidespor i hastværkets navn.",negative
"Hr. formand, jeg synes, at vi skulle høre kommissæren og så ikke flere, ellers skal vi til at planlægge endnu en omgang.",neutral
"Sikkert er det, at standarden på dette område er betydeligt lavere især i de kommende tiltrædelseslande i Central- og Østeuropa.",negative
"Fru formand, ærede hr. formand for Rådet, Kommissionens forslag om en mælkemarkedsordning omfatter hovedsageligt tre områder, nemlig prisstøtten, indkomstudligningen for mælkeproducenter og garantimængdeordningen.",neutral
Man har talt om audiovisuelle tjenester.,neutral
"For det andet vil det skabe en mere effektiv Union - en Union, der med 25 medlemsstater kan træffe beslutninger og handle.",positive
"Men i øjeblikket er der størst risiko blandt malkekvægbestanden, de 6-7-årige køer, hvilket er grunden til, at vi siden mit indlæg sidste år har fået en destruktionsordning, der blev offentliggjort den 13. december 2000, hvis jeg husker rigtigt, og som vil være på plads indtil årets udgang.",neutral
"Vi må sikre, at processen fortsætter.",neutral
"Hr. formand, jeg håber, jeg ikke kommer for sent.",neutral
"Hr. ping har forsikret mig om, at indsatsen - ikke hele mæglingsindsatsen, men indsatsen generelt - har til formål at forberede udviklingen og at det, hvis alt går vel, vil være muligt at skabe basis for fremskridt i løbet af de næste par dage.",positive
Vi har svigtet med hensyn til at forsvare dem førhen.,negative
"Det er altså en erhvervsdrivende, der hører ind under små eller mellemstore virksomheder, som vi i Europa så gerne vil fremme, fordi de skaber beskæftigelse.",positive
Mange tak.,positive
"Jeg glæder mig over, at Rådets formand i dag offentligt har erklæret, at lejren skal lukkes.",positive
Chile,neutral
Spørgsmålet er: Hvordan når vi dette mål?,neutral
"Det er vigtigt, at EuropaParlamentet forstår, hvor afgørende det er, at denne aftale bliver vedtaget her, hvis vi skal udstråle den gennemskuelighed, som hr. de Vries talte om.",neutral
Måske kan De også hjælpe med at få dem frigivet.,positive
"Jeg er nødt til at bære min ordførerkasket og udtale mig som ordfører, idet jeg udmærket ved, at formanden er meget opmærksom på, hvad jeg siger.",neutral
"Det virker i øvrigt som om, at De kun har ros til overs for vores arbejde, for vores bidrag og dermed for, at Parlamentet er blevet involveret i langt højere grad - for ikke at tale om en generel anvendelse af den fælles beslutningsprocedure i landbrugsspørgsmål, men det er en anden drøftelse, som vi endnu har til gode.",neutral
"Det er nødvendigt at udvikle denne europæiske plan og knytte den tydeligt sammen med regionalpolitikken og den reform, der skal gennemføres inden 2006.",neutral
"Hr. formand, Torrey Canyon, Olympic Bravery, Haven, Amoco Cadiz, Gino, Tanio, så mange navne er der i ulykkeshukommelsen.",negative
"Jeg er imidlertid bange for, at disse to skibes sejlads til Det Forenede Kongerige er en del af en større plan om en større karruseltur til lande som f.eks.",negative
"Vi er imidlertid skuffede over, at forslagene ikke er mere vidtgående.",negative
"Vi kan ikke tvinge nationer til at efterleve disse principper, men vi kan tilskynde dem til det.",neutral
"Jeg mener ikke, vi har råd til at smide fisk tilbage i havet, når de er så værdifulde.",negative
"Køreplanen for ligestilling og direktivet om ligebehandling af mænd og kvinde, hvad angår adgang til beskæftigelse, erhvervsuddannelse, forfremmelse samt arbejdsvilkår, er tydelige eksempler herpå.",neutral
"Hr. formand, jeg vil gerne starte med at sige, at i henhold til artikel 157 hørte Rådet med sin skrivelse af 6. juli 1999 Parlamentet om forslaget til Rådets beslutning om Fællesskabets deltagelse i Det Europæiske Observationsorgan for det Audiovisuelle Område.",neutral
"Jeg går ind for en strategi, hvor en menneskehandler, der anholdes for en anden eller tredje overtrædelse, skal have obligatorisk livstidsstraf.",positive
"Jeg stemte for at meddele decharge til Domstolen, selv om jeg bemærkede de blandede resultater præget af en fremskyndelse af procedurerne.",neutral
Jeg vil gerne lykønske hr. Cappato og fru De Keyser og hr. Salafranca med deres betænkninger.,positive
"Jeg mener, tidspunktet er perfekt til at gennemgå betingelserne for denne grundlæggende forhandling.",positive
"Jeg vil gerne bede Dem give Udvalget for Forretningsordenen, Valgs Prøvelse og Medlemmernes Immunitet til opgave at undersøge, hvorvidt dette mistillidsvotum er antageligt.",neutral
"Jeg hører netop, at også Daniel Cohn-Bendit er blevet genvalgt, og jeg antager derfor, at Monica Frassoni også er blevet det.",neutral
Jeg har stemt imod og hvorfor?,negative
"Jeg glæder mig også over bevarelsen af registrering af geografiske betegnelser og traditionelle specialiteter, da disse betegnelser er væsentlige for det europæiske landbrug - ikke kun fra et økonomisk perspektiv, men også fra et miljømæssigt og socialt perspektiv.",positive
Dette kan føre til skæbnesvangre spændinger.,negative
"Eftersom de områder, der er bedt om hjælp med, er ret forskellige, er vi ved at forberede en behovsvurderende mission med deltagelse fra medlemsstater og Kommissionen, som vil besøge Filippinerne til maj for at tage sagen op direkte med myndighederne og andre interesserede grupper, herunder det civile samfund.",neutral
"Resultatet er, at betænkningens objektivitet og kvalitet er blevet forringet.",negative
"Mere proaktive planlægningsretningslinjer, om muligt koblet til regionale vedvarende mål og forundersøgelser, ville være nyttige tilføjelser til direktivet.",neutral
"Til gengæld har en af de mest berygtede narkotikahandlere i Europa, Budimir Kujovic, bulgarsk statsborgerskab, fordi han fik udstedt et pas fra topfolk i indenrigsministeriet, så han kunne rejse frit rundt i Unionen og udføre sit forehavende.",negative
Betænkningen forekommer meget svag over for de stærke og alt for ofte meget forsømmelig over for de svage.,negative
"Det er et vigtigt element for et socialt Europa, hvis vi får det igennem i denne form, og hvis De får det igennem i denne form i Rådet.",positive
"Er Kommissionen bekymret over, at de økonomiske problemer i medlemsstaterne vil hindre de nødvendige investeringer i effektive, offentlige transportsystemer?",neutral
"Det er blevet sagt, at det var nødvendigt at gøre en indsats i dag, fordi man dermed får de nødvendige midler til rådighed til at lette denne smertefulde, men absolut nødvendige omstrukturering og til både at sikre kompensation til landbrugerne og sektorens bæredygtighed på lang sigt.",positive
"På den anden side skjuler betænkningen ikke, at modellen, der anbefales til den såkaldte ""Middelhavsunion"", i sidste ende er den samme som EU-modellen selv, der drives af liberaliseringen af markederne, herunder energimarkedet, og af kapitalistisk konkurrence, hvormed man forsøger at sikre stormagterne politisk og økonomisk kontrol.",neutral
"Det er især relevant i forbindelse med de rettigheder, der ikke bortauktioneres gennem kvoteordningen.",neutral
"Med hensyn til Kina er Parlamentet klar over, at Den Europæiske Union benytter sig og også tidligere har benyttet sig af enhver lejlighed til at give udtryk for sin bekymring, hvad enten det nu var inden for rammerne af den specifikke dialog om menneskerettighederne, hvoraf det seneste møde blev holdt i den tredje uge af januar i Peking, eller på ad hoc-basis i anledning af specifikke spørgsmål, som tages op mellem Unionen og Kina.",neutral
Kun på denne måde kan der gennemføres en form for ejerskab af de forskellige områder af politikken og aktioner inden for udviklingssamarbejde for alle befolkningslag.,neutral
Store dele af dem er i overensstemmelse med mine egne synspunkter.,neutral
"Rådsformand Juncker leder en koalitionsregering mellem Det Kristelig-Sociale Parti og Luxembourgs Socialistiske Arbejderparti, hvilket borger for, at Unionen kan blive styrket med udgangspunkt i en bred politisk konsensus.",positive
Det mente vi i det mindste dengang.,neutral
"Tak, hr. kommissær Bolkestein.",positive
"Og det ville vise, at våbeninspektørerne også har stærk støtte blandt os pacifister og modstandere af krig.",neutral
"Vi har for nylig set informanter blive jaget bort fra deres job, og det charter, som hr. Kinnock har forelagt for informanter, fungerer ganske enkelt ikke.",negative
Saddam Hussein har allerede ført tre krige.,neutral
Vi bør sikre dem lige muligheder!,positive
"Rådet kan ganske vist ikke udelukke, at der tilfældigt kan forekomme visse fejltrin på lokalt plan, men er dog fuldstændig overbevist om, at medlemslandenes regeringer ved deres handlinger til enhver tid lader sig lede af de nævnte grundprincipper, uden hvilke Fællesskabet ikke havde nogen fremtid.",positive
"&#160;&#160; - Hr. Nattrass, jeg skal til Deres orientering oplyse, at Deres gruppe i dag har fem minutters taletid fordelt som følger: et minut til fru Krupa, et minut til hr. Bloom, endnu halvandet minut til fru Krupa og halvandet minut til Dem selv, ikke to et halvt minut.",neutral
"Vi har en førstebehandling fra Rådet, dette er vores førstebehandling, og vi ønsker inderligt at komme frem til et resultat på grundlag af vores førstebehandling.",positive
"Jeg kan huske - selv om det altid er farligt at ty til hukommelsen - at jeg i en bog om Angolas historie, om Angolas økonomi, har læst, at der i 1973, hvor Portugal endnu administrerede landet som kolonimagt, i de angolanske havne blev landet omkring 490.000 t fisk.",neutral
"En forenklet, samlet traktat vil gøre et EU på 25 mere forståeligt for Europas borgere ved klart at definere EU's og medlemsstaternes kompetencer.",positive
"Deres hverv, hr. formand, er et af de smukkeste, der findes i europæisk politik.",positive
"En fair afgørelse, og vi lykønsker naturligvis hr. Basescu med valget.",positive
I sin resolution opfordrer Europa-Parlamentet Europa-Kommissionen til at tage hensyn til dette behov og muligheden for at finde nye prioriteringer.,positive
"Jeg synes, at borgerne på dette kontinent har fortjent en langt bedre skæbne.",positive
"Hr. formand, personelminer er noget ufatteligt djævelskab, hvis formål jo ikke er at dræbe, men at invalidere og skabe de værst tænkelige smerter og byrder for ofrene og deres familier og deres lande.",negative
"Denne betænkning indeholder en række forslag, som vi i hovedsagen accepterer, idet vi tager hensyn til behovet for at styrke forbrugernes ret til information om ferieprodukter.",neutral
"Vil EU blot se til, mens oppositionen i Iran skubbes ud på sidelinjen?",negative
"Jeg glæder mig meget over, at vi udvikler vores rumprogram i samarbejde med Rusland.",positive
"Præsident Aliyev blev valgt i oktober 2003 ved et omstridt og højst fejlbehæftet valg, der fordømmes af internationale observatører.",negative
"Denne beskedne investering vil give et særdeles klækkeligt udbytte i form af et dobbeltrettet samarbejde og en gensidig forståelse, og jeg vil opfordre til, at afgørelsen i udvalget med et flertal på en enkelt stemme erstattes af en mere overbevisende afstemning i plenarforsamlingen.",positive
"Virkeligheden er den, at Europa skal hilse de 10 kommende EU-lande velkommen, og at vi fuldt ud skal opfylde alle vores forpligtelser over for dem.",positive
Skotland som land er større end visse medlemsstater.,neutral
"Det har påberåbt sig, at det var nødvendigt at afvente beslutningerne fra topmødet i Firenze, og det ene og det andet, kort sagt, det har ikke besluttet noget.",neutral
Har medlemsstaterne handlet korrekt?,neutral
"Vi medlemmer af Europa-Parlamentet kan takke min nederlandske kollega, hr. Eisma, for, at han stillede et skriftligt spørgsmål i EF-Tidende, så dette kom for en dag.",positive
Derfor må den bedst mulige procedure sikres både i oplysningernes indsamling og i formidlingen af dem.,neutral
"Den forøgelse af kvoterne, som ordføreren foreslår, vil ikke skade nogen, og den vil heller ikke medføre ændringer i budgettet.",positive
"Tak, hr. rådsformand, for dette supplerende svar.",positive
Jeg støtter i princippet disse henstillinger.,positive
"Hvis De venligst kan bringe orden i det, fru formand, for vi behøver virkelig en klar juridisk tekst.",neutral
"For det andet må nye teknologier og tilrettelæggelsesformer ikke indføres overrumplende, men kun efter, at arbejdstagerne er blevet informeret og hørt herom rettidigt.",neutral
"Medlemmerne af det britiske Konservative parti bryder sig ikke om at stå uden for kampen mod racismen, men det må den af ovennævnte grunde gøre i dette tilfælde.",neutral
"Konsekvensen af denne farlige holdning er, at samtlige forslag, som nedprioriterer det vigtigste, nemlig forebyggelse, fokuserer på skadebegrænsning (rehabiliteringsprogrammer) og søger løsninger inden for EU's mekanismer og midler.",negative
skriftlig. - (LT) Jeg stemte for Eugenijus Maldeikis' betænkning om Europa-Parlamentets og Rådets forordning om fællesskabsstøtte til projekter på energiområdet.,positive
"Jeg ved ikke, om flere tropper vil løse problemet.",neutral
Det er alt sammen på linje med Kommissionens forslag og konklusionerne fra Lissabon.,neutral
Ændringsforslagene 4 og 6 vedrører problemer med fiskene og bekvemmelighedsflagene.,neutral
"Man kan invitere UNHCR, en repræsentant fra ngo'erne eller begynde forfra med det oprindelige dokument, som landene i det sydlige Middelhav fremlagde, og som er meget mere ambitiøst, og konferencen kan blive en positiv og vigtig milepæl.",positive
Er det ikke et enormt spild?,negative
"For vi ved naturligvis alle sammen, at det var meget vanskeligt at få denne fælles holdning vedtaget i Rådet, og at det var en meget vanskelig balanceakt at nå frem til denne fælles holdning.",neutral
"I dag ofres sukkerrør, som det er sket i Irland.",neutral
"Men også vanskelig, fordi vi, selvom det drejer sig om det sidste budget, der omfatter finansielle overslag og den interinstitutionelle aftale af 1994, skal fastsætte profilen af kommende budgetter og løse finansielle hindringer med fare for at måtte slække på vores ambitioner.",negative
"Derfor befinder vi os nu i den situation, at vi må bevilge en forlængelse af tidsfristen.",neutral
"Endelig var der med hensyn til parlamentsmedlemmets spørgsmål om menneskerettigheder i Rusland en tidligere debat, hvor der blev stillet spørgsmål om menneskerettigheder, og jeg tror, at kriterierne for at forsvare menneskerettighederne eller rapportere om krænkelser af menneskerettighederne gælder, uanset hvor de finder sted.",neutral
"Jeg lover Dem, at De får resultatet af denne tekniske kontrol, inden mødet udsættes i aften, og nu beder jeg Dem, om vi ikke kan fortsætte afstemningen, for vi er ikke færdige endnu.",neutral
"Alle disse overvejelser gør det nødvendigt, at medlemsstater koordinerer og samarbejder, uden den ovennævnte opfattelse, at asyl skulle blive et alternativt middel til at få tilladelse til at indvandre eller, i endnu mindre grad, et middel til at tillade visse migrationsstrømme.",neutral
"Tidligere, blev det anført, at fagforenings- og strejkeretten var hellig.",neutral
"I det pågældende ændringsforslag fjernes henvisningen til ""husholdninger med lav indkomst"" derfor, og i stedet indføres der et loft på 4 % af den samlede tildeling under Den Europæiske Regionaludviklingsfond (EFRU) til hver medlemsstat til disse udgifter.",neutral
"Det er glædeligt, at Miljøudvalget forkastede Kommissionens forslag.",positive
"Derfor mener vi ikke, at det på nuværende tidspunkt vil give nogen merværdi med flere koordinerende organer.",neutral
"Jeg mener således, at Belarus politisk set er blevet det største problem, vi står over for på det europæiske kontinent, og at vi på grund af problemets alvor må søge at styrke det civile samfund i landet på alle mulige måder, ligesom vi så vidt muligt også skal stramme de eksisterende sanktioner.",neutral
"Hr. formand, partnerskabet mellem EU og USA er meget vigtigt.",neutral
"Jeg kan meddele Dem, at Kommissionen har udarbejdet en meddelelse om beskatning, og i den forbindelse er vi i færd med at drøfte forholdet mellem direkte beskatning, indirekte beskatning og beskatning af arbejdsindtægter.",neutral
"Hr. formand, kære kolleger, jeg kommer selv fra Sachsen.",neutral
"Jeg kan selvfølgelig godt forstå, at stigende brændstofpriser kan forværre problemet, men den primære årsag til problemet har altid været overfiskning - fiskeri over de fastsatte grænser, hvilket ikke er sundt for bestandene.",negative
"Kommissionen vil overvåge situationen meget nøje og fortsætte bestræbelserne på at indskærpe over for de indonesiske myndigheder, at de bør vende tilbage til forhandlingsbordet hurtigst muligt og i mellemtiden sikre, at uafhængige humanitære hjælpeorganisationer kan operere uhindret i Aceh.",neutral
Sportsboykotten er blevet trodset på grund af pres fra den franske regering om at lade det nigerianske fodboldhold deltage i verdensmesterskabet i juni.,neutral
Behandlede man under de seneste trojka-forhandlinger om Fællesskabets politik i forbindelse med klimaændringer forslagene fra den europæiske kernekraftindustri om at øge anvendelsen af plutonium-uran-oxyd atombrændsel (MOX) i reaktorer som led i strategien for nedbringelse af CO -emissionerne fra elektricitetsfremstilling?,neutral
"Dets opgaver skal tydeligvis præciseres, men samtidig skal vi sikre os, at EU ikke bliver et fællesskab, der minder om en politistat.",neutral
"10 lande har nået målstregen, mens de øvrige har et stykke vej endnu.",neutral
"Det er det budskab, jeg gerne vil sende til de tilstedeværende, så vi kan klare krisen til gavn for vores medborgere.",positive
"Man kunne hævde, at det først og fremmest ville være til gavn for udviklingslandenes industri, at man gik bort fra et komplekst kvote- og præferencesystem.",positive
"Jeg vil gerne, hr. formand, give udtryk for vores taknemmelighed over for premierminister Jean­Luc Dehaene, præsident von Weizsäcker og lord Simon for deres kvalitetsbidrag og også takke Dem her for Deres modtagelse og for den opmærksomhed, De har vist deres rapport, især i Udvalget om Forfatningsspørgsmål, der drives fremad og ledes af hr. Napolitano.",positive
"I denne henseende anerkender og bifalder Kommissionen den afgørende rolle, som Den Særlige Domstol for Sierra Leone har spillet og fortsat spiller, når det gælder genindførelsen af fred og stabilitet i Sierra Leone.",positive
"Desuden er det ikke lykkedes for strukturfondene at udjævne forskellene mellem de forskellige regioner, og de må derfor tages op til revision som udjævningsinstrument.",negative
"Jeg håber, det vil kunne vedtage dette forslag så hurtigt som muligt, og at det vil indlede en bredere og mere ambitiøs debat om fremme af skattepolitikker for familier og virksomheder og måske til sidst udvide den nedsatte moms til alle børneprodukter.",positive
"Dette er også et af målene i den meddelelse fra Kommissionen om omstrukturering og beskæftigelse, som jeg vil forelægge hurtigst muligt.",neutral
Næste punkt på dagsordenen er indstilling ved andenbehandling (A5-0368/2000) fra Udvalget om Retlige Anliggender og Det Indre Marked om Rådets fælles holdning (8129/1/2000 - C5-0327/2000 - 1995/0341(COD)) fastlagt med henblik på vedtagelse af Europa-Parlamentets og Rådets direktiv på selskabsrettens område vedrørende overtagelsestilbud (Ordfører: Lehne).,neutral
"Jeg vil blot minde Dem om, at USA fører krig i Irak med en række allierede, også til dels på grund af energispørgsmål.",neutral
For et par uger siden valgte Europa-Parlamentet derfor disse 30 %.,neutral
