text,label,is_paraphrased
"Hovhov, det bedste ved Twitter er, at de fleste går efter bolden og ikke manden",positive,0
RT @USER: Fantastisk gode nyheder 🤸‍♂️🕺,positive,0
"Her er plads&amp;sikkerhed! Skab et nyt VÆKST samfund på Grønland, af flygtninge; pct EU-betalt #dkpol #flygtninge",neutral,0
"Næste gang I rejser mellem Aarhus og København og stopper i smukke Skanderborg, så tænk lige over, at i den seneste valgperiode er der kommet 4X flere flygtninge og indvandrere, end der bor mennesker i hele byen. Det er jo det rene #vanvid ! #dkpol",negative,0
"Jeg bor i Sønderjylland, hvor indvandre har gået på motorvejene og går på markerne. Jeg har oplevet problemet... Jeg mener bare ikke at det er løsningen at sende dem ud pågrund af deres hudfarve eller navnet på deres gud.",neutral,0
"24% af CO2-bidraget fra en gennemsnitlig danskers kost kommer fra søde sager, snacks og diverse drikkevarer (ekskl. mælk). Det er omtrent det samme som CO2-bidraget fra rødt kød, viser beregninger fra #dkfood #dkgreen",neutral,0
"Ska lige høre jer @USER...

Har I også planer om at køre en debat om hvorvidt “jorden nu også virkelig er rund” imorgen?

Undskyld mig... Hva faen tænker I på? Debatten er slut! Stop med at gi folk der fornægter fakta taletid!

#dkpol #dkgreen
[LINK]",negative,0
Fantastisk - ikke mindst når vi når frem til de forløbne to årtier:,positive,0
RT @USER: Én ting: Wuhu!! Tillykke🇩🇰🇩🇰🇩🇰💪🏻💪🏻💪🏻😊😊😊,positive,0
Har Wozzy ikke været aktiv i mere end 11 år?,neutral,0
RT @USER: #JUS2 จะออกนิตยสาร Vogue Korea ฉบับเดือนเมษายนค่าาา เดี๋ยวมาเปิดพรีนะค้าา &gt;&lt;,neutral,0
"Mon det dog kun gælder udlændinge?
Tror at man ikke inkluderer afbejdsløse danskere?
#dkpol #densorteregering",negative,0
"Japan har hvad angår drikkepenge (og 1000 andre ting) set lyset - ‘d koster hvad d koster’ - og endnu mere grotesk bliver det, når man tænker på, at intet land i verden er mere serviceminded end Japan på trods af, at drikkepenge er no go. Skal verden bestå, behøver vi mere Japan.",positive,0
"#dkpol - Dansk Folkeparti jagter nye venner på Europas højrefløj | Udland | DR [LINK], see more",neutral,0
"Prøv at læs dette ---&gt; 

gråzone eller ikke gråzone vedr. Stram Kurs? Er i tvivl om jeg bør anmelde.

#dkpol #dkmedier #politidk #politics #dkkrim #jura #dkjura #hate #HateSpeech",negative,0
817 kvm er størrelsen på det nye superligahus i Ådalen 💙⚪️🔵⚪️💙 - stor stor hyldest til den største klublegende #larshøgh #817kampeforOB #feddetalje #sldk #obdk #superliga,positive,0
"Her er øjeblikket, der stjal opmærksomheden til Oscar-showet,",neutral,0
"#twitterhjerne Søger to håndbold interesseret, som har lyst til at medvirke i en podcast, for at debattere det brev, som flere håndboldstjerner inklusiv Mikkel Hansen har sendt ind til IHF.",neutral,0
"Problemet er så, at udvalget af a-kasser på Bornholm ikke er pokkers stort. Der er FOA, HK og 3F.",negative,0
Læs hele det skønne interview her:,positive,0
Københavns Lufthavn starter historisk stor udbygning til 4 mia. kr. #dkbyg #dkpol #dkbiz,neutral,0
"Ny udstilling i Aalborg Zoo: - Det skal gerne skræmme børnene Aalborg Zoo åbnede i weekenden op for en udstilling med dinosaurer. Det skal fascinere og skræmme, men Sophus på fem år er en hård negl.",positive,0
"Kære Caroline.
Skynd dig at trække dit tweet tilbage. Det er meget stødende ift. at Paris og verden græder over tabet af Notre Dame.
Jeg ønsker dig god kamp under alle omstændigheder.",positive,0
"Hvis du interesserer dig for global politik, demokrati, diktaturer og den internationale magtbalance og Kinas voksende indflydelse og den slags, så er det det her, du følger i dag.",neutral,0
"Næste gang nogen kalder EU for ""fredens projekt"", kommer jeg til at eksplosiv-ørle!! #eudk #ep19dk #dkpol #daxitNU",negative,0
"Hun er helt klart en af dem - ja, men ikke den eneste.",neutral,0
RT @USER: vi har brug for flere kommunister på elefanter,neutral,0
"RT @USER: Frygten kan være det eneste, der kan redde os fra klimakatastrofen
[LINK]",negative,0
"Se ""Horisont: Kvindekamp én orgasme ad gangen"" på DR TV. Det er 23 helt fantastiske minutter!",positive,0
"Jeg er som sagt enig i, at debatten da DK for 30-40 år siden besluttede ikke at bygge a-kraft var for unuanceret. Men nu synes jeg næsten det omvendt: Nu er der en tendens til at være pro-akraft af idealistiske grunde, selvom vi har bedre, billigere og sikkere alternativer.",neutral,0
"Og hver gang venstre mangler flertal kigge de med søde hunde øjne over på DF, kan i ikke hjælpe vi er fuck.og snart SK og NB. Og det kan jeg ikke se det sjove i😢 #dkpol",negative,0
"“jeg træt af at høre .. at pengene er bedre brugt på test af vores børn, en styrket pæd. læreplan .. kompetenceløft m.v. Pædagogernes kompetencer fejler absolut intet. Hverken pædagogerne el. deres kompetencer r skyld i daginstitutionernes mangler” #dkpol",negative,0
Vild slutspurt: Boligejerne har sparet millioner på stor konverteringsbølge,positive,0
"Det ved vi jo reelt ikke 😉 Det er i hvert fald set masser af gange før. 

Ja, det forsøger de vel også? Det ville jo faktisk være ganske nemt hvis der ikke var tossede grupperinger der lod deres neandertal hjerne bestemme.",neutral,0
#ME in Denmark: Direktøren for NIH om ny test for ME (me/cfs): #sundpol #dkpol #forskning #sharegoodscience,positive,0
Det Kongelige Teater: REMINDER: Præsentation af Det Kongelige Teaters sæson 2019/20,neutral,0
"Nej, det må jeg indrømme. Jeg har kun kigget på redningsprocenter. Men meget interessante sager 👍🏼",positive,0
RT @USER: #denstoreleder og hans ekstremistiske disciple i #dkpol #dkgreen,negative,0
"Satanismen og hele idéen om at indgå en pagt med, eller ligefrem sælge sin sjæl til djævlen, er en afgørende for hvordan vores musikkultur har udfoldet sig henover de seneste hundrede år. Tråd:",neutral,0
"27 - stor folkemængde og Levi sønner:
 Engelsk: 
 Spansk: 
 Portugisisk: 
 Fransk:",neutral,0
"menneske - og ved at som Paludan tit siger alle muslimer er amøber og underudviklet, så føler jeg lidt det arbejder hen imod det jeg som person har noget imod.",negative,0
"Jeg lærte om den fra dig. Den er virkelig god at tale om affektiv brug af mobilen med: man sidder bare og klikker, men alligevel betyder det noget mere, og det ved man godt.",neutral,0
"Hvis du har andet end galde, så kom med det.",negative,0
"Der skal jo være en balance. Thøgersen har et rigtig godt venstreben, der slår nogle gode indlæg, der kan ramme Mortensen. Anker skal have den til højre fod. Thøgersen har også scoret nogle vilde frisparksmål på u-hold, så han er en meget naturlig afløser og giver også offensivt",neutral,0
- hvordan skal en kørestolsbruger komme forbi jeres bil? (Parkeret foran COBIS på Nørrebro kl 14 den 18. februar),negative,0
Jeg tror heldigvis det er et mindretal der bare har været bedre til at gruppere sig på de sociale medier. Læger er heldigvis stadig i toppen som en troværdig faggruppe,positive,0
"RT @USER: Det slutter 3-3 i Basel efter en vanvittig slutspurt af drengene 😱
#ForDanmark",positive,0
"Det kræver idealister, og de er der ikke. Det kommer altid til at handle om dem selv, deres egne fantastiske pensionsordninger og øvrig frøns. Flere vinkler, men ikke fra rød side tak. V har jeg engang stemt på. Uha de har tabt mig. Nu sætter jeg lid til NB og DF som må gå sammen",negative,0
"Journalistisk uddannede lokalredaktører i provinsen ved mere om hvilke trafikinvesteringer, der er fornuftige, end trafikforskere, som bruger hele deres professionelle liv på at finde ud det. Det skriver Kristian Thulesen Dahl i sit ugebrev. Jeg er stolt på mit fags vegne. #dkpol",positive,0
"Tørke og uendelig solskin er godt til at solbadning, men knap så godt til at dyrke afgrøder på marken. Alt i alt et tilfredsstillende år på trods. Danish Agro årsregnskab #landbrug #dkbiz #danishagro
[LINK]",positive,0
"""Se, der er nogen der er blevet kede af det - så har vi lavet stærk satire"" - folk der ikke ved hvad satire er og ikke vil indrømme at de bare godt kan li' at gøre andre kede af det, a.k.a. assholes...",negative,0
"Jo jo, men de kan jo ikke bruges som en overvældende del af holdets succes. De har ydet på visse områder, men har vel ikke været kæmpe profiler.",neutral,0
"S vil ikke fortælle hvem, hvor mange eller hvordan deres forslag finansieres. Vi fortæller hvem, hvor mange og hvordan finansieres. Og så beskylder de os for være ukonkrete?😂 Undskyld men det jo helt på månen. S frygter konkret aftale, når de selv kun sælger drømme #dkpol",negative,0
Alternativ til app? Gerne med nogenlunde samme nyhedsfrekvens.,neutral,0
"Medierne er før blevet påvirket voldsomt af ny teknologi, men med robotterne er selve DNA’et på spil, skriver strategichef Kasper og udpeger fire mulige strategier #Dkmedier
[LINK]",neutral,0
"Det bliver snart trivielt, endnu mere fup, fusk, fordrejninger og fidus fra @USER, og misbrug af embedsapparatet til valgkampagne.",negative,0
Københavnsk lokalradio | Weekendavisen,neutral,0
"En skilsmisse er en livskrise for både børn og deres forældre. hilser ny skilsmisseaftale velkommen, for der er markant behov for at støtte forældrene i at huske, at deres beslutninger omkring bruddet har konsekvenser i børnehøjde #dksocial #dkmedier",positive,0
"Ville være fantastisk, meeeen....",neutral,0
"Findes der en journalist hos #dkmedier, der har mod på at lave den positive historie? Så findes der masser af villige interview-*ofre* i @USER|s tråd, inkl. undertegnede.",neutral,0
Rasmus Paludan står til at komme i Folketinget via,negative,0
Du hører vist kun det du vil. Der har da været masser af fordømmelse af voldsmændende.,negative,0
Nogle gange er det okay at bo langt væk fra byens lys og køre på arbejde klokken gøgl #starstruck #darkskies #stjernevrimmel,positive,0
Det er noteret :) jeg siger ikke DTD virker for alle partier. Men for sosser gør det. Tølløse var mit stærkeste område i 2015 (vipperød var det i 2011) og der har jeg næsten ingen forbindelser til.,positive,0
"Sådan en dag som i dag viser virkelig, hvorfor Aalborg stadion er det eneste i dk, hvor banen ligger i øst-vest-længdeaksens retning. #sldk",neutral,0
"De manglende svar fra og siger vel bare at de ingen klimaplan har som rent faktisk kan bruges til noget , kun ideologier ingen holdbare løsninger . #dkpol #dkgreen",negative,0
"Hvad er meningen med #Livet? 
Meningen med #Livet – det er et spørgsmål, som de fleste nok har stillet sig. Men de færreste tror, at svaret findes. Men det gør ... #Filosofi #Trending #Vidstedu",positive,0
Kronik: Holocaust: Vi har alle et ansvar for ikke at glemme,neutral,0
Dansk Folkeparti har ramt laveste måling i denne valgperiode,neutral,0
Det er det da heller ikke. Men det hænger jo sammen.,neutral,0
"Ja det her streak er værd at have i tankerne ift al den medvind, tysk fodbold har haft i offentligheden det seneste årti.",neutral,0
"Lukning af 24/7 er ikke okay!!!! Hvordan skal jeg som journaliststuderende se lyst på min fremtid, når de bedste arbejdspladser bliver lukket ned af politikerne?😭 Svar mig på det Tulle!!!! #jegersurogked #dkpol #tweetnr100",negative,0
"RT @USER: GOL EN 3ª
del B, el central Martín pone el 0-2 en a los 18'

#elMATlargo",negative,0
"Ja, svært ikke at undre sig... Alle involverede er enige om, at testene er noget bras. Men fortsætte det skal de! #forhvisskyld?",negative,0
Vejle venter: Posthusgrund-afgørelse udsat igen igen. Dette er en plus-artikel,neutral,0
Eller når man ser en tom lygtepæl og tænker “ku godt”,positive,0
24/7 er underlødig sensations journalistik som minder om Ekstra Bladet. Sådan bør Statskroner i bruges. I øvrigt har vi ikke nok i DR?,negative,0
Hej @USER. Fair nok man ska se en reklame inden en video på jeres gratis site. Men når I afbryder et klip på under 13 min for at vise 4 min reklamer så mister I en bruger. Hva med at gøre indh. lettere tilgængeligt for de der allerede betaler for jeres tv-kanaler? #dkmedier,negative,0
Hvor er det dog noget vrøvl! Højere cigaretafgifter gavner de lavtlønnede mest da de i højere grad må stoppe med at ryge og dermed scorer den største helbredsgevinst. #sundpol #dkpol,negative,0
"Hvordan sikrer vi ØKONOMISK RENTABLE REGIONALE UDDANNELSER
af høj kvalitet i DK?

Lyt til vores #dkpodcast ABSALONS STEMME og få insp. til nye måder at tænke organisering af regionale uddannelser: [LINK]

#dkpol #uddpol #dkprovins #dkibalance #bæredygtigeudd",neutral,0
Tror i at McAfee er en seriøs kandidat til 2020 præsidentvalget i USA fra hans exil i Venezuela eller hvor han nu er docket? 😂 #dkpol #dktech,negative,0
"Gårsdagens episode på Nørrebro lærte os følgende: At Voltaire burde være en del af det vestlige menneskes pensum. At flere på venstrefløjen ikke forstår, hvad ytringsfrihed handler om. Og at mange desværre ikke forstår, hvad Danmark er for et land 
[LINK]",negative,0
"Hvis du ikke er veganer og aldrig tager på ferie, så skal du lige holde kæft med klimaet og sætte dit forbrug op, ellers er du en idiot! Husk at ALLE stemmer tæller! Uanset hvad du stemmer, så husk at din stemme tæller! #dkpol",negative,0
Det må jo være fraregnet #LordBendtner 😉,neutral,0
En del påstår dog at det er fake... manden har ex ikke Benfica-trøje på og det er en ret ny profil,neutral,0
"Ja da 😀, men synes det er svært at være imod noget, der sikrer vigtige kendelser på en simpel og hurtig måde. Så forstår jeg bedre man er imod VAR som stadig efterlader debat.",positive,0
Forandringer kan også være af det onde. Læg mere vægt på det sociale end det liberale. Det er der behov for i en situation med stadig større ulighed #dkpol,negative,0
Ja! Kiggede også efter Safarimanden i forskellige tv shows. Tror jeg spottede ham blandt publikum til et Jarl Friis Mikkelsen talkshow og i Mandagschancen.,positive,0
"Altså at dømme ud fra billede sådan rent modemæssigt så må det jo så betyde at du er omkring 55 i dag
Du holder dig sgu godt 😝🤪",positive,0
EKWB er altid god for en omgang eyecandy. Denne gang henvendt til det nye 7nm grafikkort fra AMD.,positive,0
"⚽️ Der er i dag 4 #fodbold kampe/events mere, der vises direkte:

📺 4 på TV

#dksport #dkbold #sldk #pldk #laliga #seriea

🔗",neutral,0
Hele vores flygtningesystem fra efter anden verdenskrig fungerer stadig. Vi har i FN netop opdateret i 2018 vedtaget migrationspagt. (Tak #talop) #epvalg19 #eudk #ep19dk #dkpol,neutral,0
"""Hurraaa! Brandmanden har reddet os fra den frygtelige brand, begået af Brandmandens nemesis Brandmanden!""",positive,0
"Godsway har været rygtet væk i flere omgange og hans forlængelse kunne sagtens være en gentleman agreement om et sommersalg. 
Larsen tænker jeg kun smutter hvis han bliver 2. Keeper. Det er jeg ikke sikker på han vil.",neutral,0
Det tætteste vi pt er på en EU-præsident kommer her med et klart budskab til briterne. Det er virkelig utidig indblanding fra hans side! #eudk #dkpol #brexit,negative,0
"Center for Vild Analyse: Hvis man zoomer lidt ud, er det først og fremmest højrefløjen, der føler sig krænket",negative,0
"10) email med statsgaranti mod bedre vidende. Det er også dokumenteret, han havde mange og hyppige kontakter med den trans-atlantiske nationalistiske bevægelse, Farrage, Bannnon, Eric Prinde etc etc etc. Jeg mener absolut Bush, Cheney, Wolfowitz, Blair, Fogh mfl burde dømmes...",negative,0
Nye faresignaler fra luftfart: Fald i godsmængderne,neutral,0
Min er fra Frederiksværk,neutral,0
"Fremragende at se en ishockey finale mellem SønderjyskE og Rungsted Seier Capital, hvor der er 2 danske målmænd på holdene. Det er h is mange år siden det sidst er sket.
#SønderjyskE #Metalligaen #Rungstedseiercapital #isdk",positive,0
"Cepos: Vi bør diskutere, hvordan vi afvikler jernbanen bedst muligt #dkpol #dktrp",neutral,0
"Ja. Men en central forskel er måske så her, at bistandsklienter ikke forfølges, henrettes og undertrykkes i rigtig mange lande.",neutral,0
"Tror faktisk grænsen er 290.000 pt.? 
Det er jo de færreste der rent faktisk betaler arveafgift. Og dem som modtager de største formuer i arv, er typisk dem som har masser i forvejen.",neutral,0
"Hold nu op. Dansk Folkeparti vil ikke ud af EU. Partiet ønsker bare ikke, den danske befolkning får indflydelse. Det var tydeligt i 2015, hvor partiet argumenterede for, den ønskede tilvalgsordning ikke krævede en folkeafstemning, og var imod det, befolkningen ville have gavn af.",negative,0
"Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd",neutral,0
Øhh.. fordi de er enige om at flygtninge og ulandsbistand skal finansiere de luftkasteller de lover fremtidens pensionister?,negative,0
Du har allerede læst de 60 sider? Der sker jo det omvendte,negative,0
"Og når det handler om rapporter, som regeringen ikke er enig i, gemmer de den i en skuffe, samtidig med at de kører dobbelspil overfor og kalder det bluff.
[LINK]",negative,0
"Ved ikke om det ligefrem lyder som et overfald. Dem fra XR jeg snakkede med i dag talte i øvrigt dansk og understregede netop, at de er ikke-voldelige. Og det er da også sådan, det skal være.",positive,0
"0-1 AaB-Vejle Boldklub! '6: Mål af Gustaf Nilsson, Vejle Boldklub",positive,0
"Jeg har skrevet lidt med nogle Barracuda-fans, der mente, det giver fin mening, at han er i DK. De mente nok, han (for ofte) ville blive et healthy scratch. Bliver spændende at se Blichfeld på isen - forhåbentlig mod Sverige i næste uge",neutral,0
"Ja , hun kan det hele ! Det er en fornøjelse at lytte til hende !Jeg elsker musikkens verden. Der færdes Jeg med sikkerhed ! ✨🎵❤🌹",positive,0
"Hvis der er en embedsmand i statsministeriet, som pt . ikke har travlt med at føre valgkamp for V - kan du så ikke vise vores statsminister Ordensbekendtgørelsen? #dkpol",negative,0
Det er den hvor Gurli er aarhusianer. Klart min favorit 😁,positive,0
Julian Egeskov er pist væk: Politiet beder om hjælp i sag om forsvundet ung mand #lokalavisen #nyheder,neutral,0
CO2 udledning kan i hvert fald ikke uden USAs og Kinas støtte. Og det er noget end klimaforandringer. Og det kommer ikke til at ske i noget særligt omfang inden vi får #Gen4Nuclear,negative,0
Støt tryghed for hjemløse. Kom forbi Christiansborg i morgen aften. #dkpol,neutral,0
"&gt; For det tredje: naturligvis er der ingen, der ønsker at klamme typer skal sidde og glo på vores børn. Jeg er ikke afklaret med løsningen, men jeg er bekymret for de meget voldsomme aktioner, vi ser - generelle forbud som her eller YouTubes lukning af kommentarspor for nylig &gt;",negative,0
"Video: Hvad ved vi om ghettoer, integraton og ikke-vestlige personer? ifølge vores taler ser det bedre ud end man tror #dkpol #integration #indvandring",positive,0
"Finansministeren har svaret på kritik. Uden rigtig at svare. Hvorfor vil du ikke indskrive klima og bæredygtighed i ministeriets mission, når det nu ""er noget, [du] kræver, organisationen leverer på?"", @USER?
#klimanøl #dkgreen #dkpol

[LINK]",negative,0
"Det har han forhåbentlig selv tænkt over, før han udtalte sig..?",neutral,0
GULD til Danmark🇩🇰🏆 #gulddrengene💪 Tillykke🇩🇰🇩🇰👏👏 Sjældent har der været så mange mennesker på Rådhuspladsen🤩,positive,0
"Podcast: Transfervinduet

Brøndby-profil opruster - gør sig klar til stort sommersalg #andellerej #sldk #transferdk

Hør podcasten gennem linket herunder, via iTunes eller Radio24syv app

[LINK]",neutral,0
"Hej folkens ❤️💚💜💙
Så er jeg kommet på Twitter..
Lad os se hvad det bringer jer... Jeg vil komme ind på mange forskellige emner med tiden ✌️✌️.
Knus og kærlighed Nina Sjælens Univers.",positive,0
Hvis deres påstand er forkert på baggrund af de data de har leveret er det jo helt fint at bede om mere. I dette tilfælde ved jeg ikke om de er fyldestgørende. Det må du vurdere.,neutral,0
"I har nu 24 timer til at trække jeres forsøg på at stække den frie presse tilbage ellers dropper jeg mit medlemsskab, som jeg har haft siden altid. Det er ikke en trussel, for jeg forventer da egentlig bare, at I gør det...",negative,0
"Du misser pointen ved hele den her sag Jonas. Der var i øvrigt vold/hærværk med den skole du sendte, bare ikke nævnt i de tweets du sendte. Jeg er på ingen måde fan af den måde Paludan udnytter ytringsfriheden på, dermed ikke sagt at han ikke må det, for det må han godt.",negative,0
Sigtelse: 31-årig dræbte kvinde i Randers med kniv,neutral,0
"Sidste chance for at nå at deltage i konkurrencen om et års gratis medlemskab af Biologiforbundet💫👈 
Kig forbi stand 1124! 

Vinderen findes kl. 14:15🏆

 #bbdk19",positive,0
"""Nu er det op til May-regeringen selv at vælge enten den ansvarlige kurs, som EU har skitseret – eller at fortsætte kursen mod Hard Brexit""

Professor Derek Beach: May insisterer på at føre Storbritannien mod afgrunden (abon): #dkpol #eudk",negative,0
"At give lærerne værktøjer er altid fint. Men som jeg kan se, er I på ledelsens og politikernes linje om at ville kunne kontrollere. Ja mange er uenige med jer og kede af, at pressen ofte skriver “forældrene mener” når I udtaler jer. Det må vi se på en dag :)",negative,0
Det her er lidt skræmmende. 😳,neutral,0
"Hvis politikerne på Christiansborg ønsker, at ældre kan komme i bad og få gjort rent flere gange om ugen, er der én væsentlig pointe, de skal holde sig for øje i den kommende valgkamp. Sådan lyder advarslen fra formand for KL, Jacob Bundsgaard (S). #dkpol

[LINK]",neutral,0
Og her gik man og troede at elskede når afgjorde tabellen med en sidste øjebliks scoring... #sldk,neutral,0
Andreas Kraul stopper som formand for Danske Sportsjournalister efter otte år på posten. Efterfølgeren bliver TV2-sportsjournalisten og kommentatoren Jimmy Bøjgaard.,neutral,0
"Er de nedslidte på baggrund af helt konkrete kriterier, så får de noget ud af regeringens aftale. Men selvfølgelig er det også nemmere ikke at blive konkret.",negative,0
Hvor har du ret! Politikere har ingen format og dannelse længere.,negative,0
"Blev gravid og aflyste i 2018: Nu vender rapper tilbage som hovednavn på Roskilde Festival,",neutral,0
Stadionplaner - nu får politikerne og naboerne kniven for struben #Aarhus #AarhusStadion #ultratwitteragf #JydskVæddeløbsbane,neutral,0
Fundraising og projektstøtte... er det lige dig så er her en mulighed 😊,positive,0
DF vil forbyde skolegang hvis opholdstilladelsen ryger,negative,0
Rollerne er besat til en genindspilning af klassikeren 'Naboerne'.,neutral,0
"RT @USER: måske #dkmedier kunne gå et spadestik dybere og fremstille holdninger, fremfor referat af handlinger #Presselogen",neutral,0
4 gange Kaptain arbejder i samme virksomhed,neutral,0
"Virkelig? Gå lige ind i din nærmeste kirke, tag et billede af Jesus-figur og læg det op her. Så skal vi se om det ikke er en hvid person.",negative,0
Hvem har glemt at fortælle Ajax at de bare kommer fra en “udviklings” liga og at det er ikke længere er midt 90’erne? Det er jo vanvittig.,negative,0
Og i øvrigt enig. Top underholdende,positive,0
"Rødovre Centrum-Michael Jackson-strategien, som den hedder",negative,0
"Ja, det er som om vi er landet på et spor vi slet ikke forventede at komme på. Håber virkelig vi snart kan få det valg udskrevet så vi kan tælle med og undgå al for meget af den slags...",negative,0
Billetter til bierfest bliver revet væk.,positive,0
"Det gør det dorthe, og det bliver mere og mere nødvendigt. Altid rart, når vi for ""en gang skyld"" er enige 😂😂",positive,0
"Det er lidt hyklerisk, at Ida ikke svarer kvinden på, om hun ville give sit barn fra sig. Hun plejer godt at kunne dele ud af sine meninger i interviews.",negative,0
"Beklager, kan ikke lige finde det igen. Ikke helt let at søge på noget med Notre Dame, pt.",neutral,0
Ja de vil ud. Men de har jo ikke taget stilling til hvordan de vil ud. Det er jo ikke en unilateral aftale hvor de bare kan diktere hvad de vil have og ikke vil have og så får de det.,negative,0
Udsatte børn bliver i folkeskolen: Specialskole må lukke. Dette er en plus-artikel #sydfyn #fynsamtsavis,neutral,0
Han bliver omtalt som “gårdens maskot” af de andre beboere 😂❤️🤗,positive,0
"Hvordan kommer vi stress og mistrivsel blandt studerende til livs? Ida, Simone, Micky og Magnus var i fredags til kaffe hos for at fortælle om deres gode forslag. Tak til dem og DRs NyhedsNetværk👍 #uddpol",positive,0
"Løbehjulene har en holdbarhed på en lille måned i gennemsnit. Så smides de til skrot. Der er er ca 400 løbehjul i København. Det giver mindst (400x12) 4800 elløbehjul til skrot om året. 
I den tid, de kører, samles de op og leveres af biler.
Det er ikke grønt i min optik. #dkpol",negative,0
"Det var faktisk kun derfor tweetet blev skrevet, så jeg kunne smide den bombe! 💣",negative,0
Martin Henriksen: “Vi kommer nærmere et tørklædeforbud for offentligt ansatte” via @USER.dk,neutral,0
"Forklar lige @USER, hvordan varierer behovet for omsorg fra postnummer til postnr? Hvilke børn har ikke brug for god normering? Vil en kritisk journalist, please, træde til og få svar på det! #dkmedier #MinimumsnormeringerNU #givbørndinstemme #dkpol",negative,0
"Og det er, fordi du ikke længere tæller Giants med som et NFL-hold, tænker jeg?😂",neutral,0
Regeringen lægger an til ny motorvej i hovedstaden,neutral,0
"Ah ja, den skal jeg klart lige genlæse.",neutral,0
"Dagens gode historie fra og Andreas Munk:
[LINK]",positive,0
"Som jeg forstår det, er der vist kun en ting, Socialdemokratiet ikke vil sammen med andre. Nemlig at danne regering. #dkpol",negative,0
Samme her. Og der var lige nogle rygter den anden dag omkring en norsk træner. Men det er gået lidt i sig igen.,neutral,0
"Naturen er i krise og mangfoldigheden går tilbage i katastrofalt tempo. Vi tror på, at vi skal genetablere et nært forhold til naturen for at bekymre os om den - og passe på den. Derfor foreslår vi en demokratisering af vores natur #dkpol #dkgreen #fv19",negative,0
"Er det? Tillykke med dagen, så :)",positive,0
"Hvorfor synes ministeren, at rapporten er så farlig? Såmænd bare at den dokumenterer det, som de fleste af os allerede ved og i øvrigt er almindelig snusfornuft. Vi kan blandt andet læse, at...",negative,0
Nå. Men hvad er dit svar?,negative,0
"Hvis det er faktuelt forkert, hvorfor understreger OIE så vigtigheden i rensningen af transportfaciliteter specifikt ift. svinepest?det ville jo være ligegyldigt.
[LINK]",negative,0
Hm... Ikke enig. De er eksempelvis imod kontanthjælpsloftet,negative,0
"Det kommer ikke til at ændre på at taber regeringsmagten til Mette F. Men det sikrer en mere ansvarlig politik efter valget, ligesom aftalen om senere tilbagetrækning i 2011. Tak for det 🙏🏻 #dkpol",positive,0
"Forrige lørdag spillede Dalum på deres kunstgræsbane. Men vandet er efterhånden ved at være fortrængt fra de fynske jorde, så jeg tror snart at man kan få den hele stadionoplevelse med. I Dalum har de en ret god grill btw.",positive,0
Vi mødte den talentfulde på #CopenhagenComics,positive,0
"Hvorfor er det, at vi ikke længere må se TV-billederne af gengivelserne, når der er VAR? Det er da grænseløst irriterende #CLDK",negative,0
Nu gør du et dumt meme politisk... I’m just here for the lolz :D,neutral,0
"I det omfang det lader sig gøre, er det altid klogt men ikke altid muligt på en forlænget rejsetid i arbejdstiden... #pendlerliv",neutral,0
"Danske ARMYs!🇩🇰

Så er det tid til at ønske #BoyWithLuv i danske radioer &amp; husk vi bliver nødt til at hjælpe allesammen.😘

Skriv på deres FB, send en besked via messenger, gå evt denne liste igennem se om der er radioer I kan skrive /ønske sange hos🙏🥺

[LINK]",positive,0
"Vold, trusler og flere tilfælde af hærværk mod to biler, familiens private bil og faderens arbejdsbil, og i december blev familiens kolonihavehus ødelagt i en påsat brand.",negative,0
Jeg havde ikke troet du havde så konservativt et rets- og straffesyn 😬,neutral,0
"Ganske enig. Har aldrig set en vildere spiller i Superligaen end Mohamed Zidan. Det var helt vildt, hvad han kunne.",positive,0
"Mht. økonomi kan du evt. tage et SU lån under uddannelse, og lave en opsparing fra det. Så får du lidt gæld, men det er det bedste lån du kan tage",neutral,0
"Ja, for man kan jo gennemskue et valgstunt når man ser det. Jeg vil gerne se de samme tage ud når der ikke er valg. Det er hvad jeg mener. For så ville det give mening. 

Ingen har sagt de ikke skal ud.",neutral,0
"Der røg det sidste af min respekt for @USER, at man kan kommentere sådan, fordi man er uenig, er simpelthen for lavt. 
Sådan skal en udenrigsminister bare ikke opførere sig på SoMe! 
#dkpol",negative,0
"RT @USER: Højesteret reddede Lual Lual fra forvaring - nu er han sigtet for tre drab

[LINK]",neutral,0
"Ingen tvivl om hvad Løkke rigtig gerne vil gøre til sin agenda/genvalgs-kamp-agenda:
At samkøre EUvalg og #FV19 + arbejdsmarkedsrettigheder skal ophøjes til valgtema: Indføre FOLKETINGSBESTEMTE MINDSTELØNSLOVGIVNING ind ad bagdøren!
[LINK]

#dkpol #arbejde #dkøko",negative,0
"Den Korte Avis | Drabsmanden fra Utrecht skrev, at han handlede “i Allahs navn” – medier omtaler brev: #dkpol",neutral,0
Skanderborg Håndbold henter gammel kending -,positive,0
"Slack Master Flash!
Hvis vi skal bruge Slack i en mindre virks - hvilken platform skal vi vælge? Der R Slack for IT, engeneering, kunder osv
Vi skal bruge Slack til kommunikation, udvikling, styr på kunder osv - alt det er ikke er fedt på mail. Hvad skal vi vælge?
#twitterhjerne",neutral,0
Pandaanlæg skal indvies med en panda-symfoni til en million kroner,neutral,0
