Original,New,label,semantic_similarity,org_length,new_length,sentida_score_org,sentida_score_new
"Huddersfield er jo ganske enkelt bare pivringe! De bliver ikke savnet i Premier League, selvom det er synd der ryger 3 danskere ud! #LIVHUD #pldk","3 danske fodboldspillere vil forlade Premier League efter Huddersfields nedrykning. Selv om de ikke var meget effektive, er det stadig en lidenskabelig skuffelse for danske fans. #LIVHUD #pldk",negative,0.73973906,145,192,0.07291666666666621,0.08888888888888807
"Ny Galacticos-æra: Real Madrid lancerer ""Operation Pogba"" #pldk",Øjeblikkelig siden Pogba ankommer til træningsleiret.,neutral,0.44884706,63,53,0.6249999999999992,0.333333333333333
"Gu’ er det da et slag. Fuldstændig unaturlig bevægelse at lave for at komme forbi. Det naturlige for Messi ville have været at tage hænderne op i ryggen på Fabinho, for at tage fra i sammenstødet.","Øvelse i fantasifodbold, sædvanligvis en usigtsag. Tilfældet om Messi er uhyggeligt tydeligt: at tage hænderne op i ryggen på Fabinho ville have været det naturlige valg.",negative,0.7915083,196,170,-0.44212962962962904,-0.34126984126984067
"Jeg har ikke læst indholdet af studiet endnu, så den del kan jeg ikke sige noget om, MEN det er jo en meget vigtig information, at det handler om indtag for unge under 18 år! Det er DET, der bliver undersøgt.","Jeg har endnu ikke gennemgået studiets indhold, så jeg kan ikke udtale mig om denne del. Men det er vigtigt at fokusere på, at der undersøges adgangen for unge under 18 år.",neutral,0.91102576,208,172,0.8814814814814818,0.6904761904761908
Ja politiet er forpligtet til at beskytte dig hvis du har anmeldt din demonstration 3 gange 24 timer før du afholder den og elles så vidt det er dem muligt hvis du afholder en uvarslet demonstration.,"Ønsker du at politiet skal beskytte dig ved din demonstration, skal du anmelde den mindst 3 gange indenfor de første 24 timer. Hvis du holder en uvarslet demonstration, vil politiet forsøge at give dig så meget muligt beskyttelse.",positive,0.92375046,199,230,0.34876543209876604,0.38055555555555615
Skiskydning kan vi regne med at i får genskabt forbindelsen? #dr3,"Ønsker vi at skiskydning genopretter forbindelsen, må vi vente og se hvad der sker. #dr3",neutral,0.7182474,65,88,0.4166666666666665,0.8611111111111099
"Så skal vi igen til at tænke på sidste sommer, hvor vi advarede mod brandfare i naturen. Naturen er nu så tør, at en naturbrand hurtigt kan brede sig. Man skal derfor tænke sig om inden brug af kulgrill, ukrudtbrænder eller andet. Tre naturbrande i dag. Go sommer #politidk","igen tilbage til sidste sommer, hvor vi advarede mod brandfare i naturen. Naturen er nu så tør, at en brand let kan udbredes. Derfor skal man være forsigtig med kulgrill og ukrudtbrænder. I dag er der allerede tre naturbrande. Lykke til sommer #politidk",neutral,0.9573643,273,253,0.2986111111111119,0.18282828282828445
"Fjernsynet er gået itu. Kan ikke modtage signal fra fjernbetjeningen.
Ha! Det står på HDMI, så jeg kan stadig bruge PS4’eren.
Indtil DETTE SHAIT SÅ DUKKER OP!!! 
Arghhh!!!","
    Tv'et er stoppet, kan ikke modtage signal fra fjernbetjeningen. Men det er på HDMI, så du kan stadig bruge Playstation 4-en. Få det sammen, lige nu!!!",negative,0.878264,171,155,-0.083333333333333,0.00833333333333273
"Snak ordentligt, hvis du vil tale med mig. 
Din ""læggen ord i munden"" er alt for kendt og kedeligt manipulerende.
Læs, hvad jeg skriver. 

Nogen steder risikerer han at få tæsk for at provokere. Det er ikke ok, nej.
Men så skal han lade være med at gå derhen og skabe sig.","Naturligvis taler jeg Danisk. Din kritik om min ""l ord i munden"" er tydelig, men jeg forsøger at hjælpe dig med din spørgsmål og ønsker om at kommunikere mere effektivt på Danish. Du bør imidlertid være opmærksom på, at jeg ikke er en menneske, men et kunstigt intelligencesystem, der ikke har følelser eller manipulerende hensyn. Jeg læser og forstår din tekst, og jeg vil sikre, at jeg hjælper dig som bedst jeg kan uden at forsøge at provokere eller skabe usselige situationer.",negative,0.5362293,272,480,-0.5034188034188041,0.4000000000000004
"Hehe sandt. Synes faktisk generelt det er en meget fin gratis lokalavis. Især når man er tilflytter og som udgangspunkt ikke aner, hvad fanden der sker her i byen...","Ja, jeg vil også anerkende, at det er værdsat at have en lokalavis som lever op til de høje standarder. Det kan være meget nyttigt for nye indbyggere i byen, der ikke kender området så godt.",positive,0.6888739,165,190,0.23650793650793672,1.6129629629629632
"RT @USER: Det fede ved at gå ned ad Strøget i dag er, at alle Amnesty facerne holder sig fra mig, da de ikke kan tåle satire.","Øjeblikkeligere med at følge op på denne diskussion, så skal vi bemærke, at det er sjovt at gennemrejsen Strøget og møde de forskellige Amnesty International-udførere. Det er interessant, hvordan de reagerer på satiren.",negative,0.7872809,125,219,0.4666666666666674,0.43055555555555497
Er der mon ”afdansningsbal i den borgerlige” når Kristendemokraterne hyrer lokalpolitiker fra Venstre som spindoktor i kampen mod Venstre... #Besserwisserne #dkpol,"Øjeblikkeligt kan man ikke undgå at se på dette som en ""afdansning af borgerlig samarbejdsinteresse"". Hvis Kristendemokraterne benytter lokalpolitikere fra Venstre som spindoktorer i kampen mod deres eget parti, vil det være svært at forstå hvad de faktisk ønsker. Dette kan give et indtryk af en mangel på respekt for andres meninger og en vilje til at samarbejde.",negative,0.85455966,163,365,-0.2666666666666676,0.5451388888888886
Marvels superhelte smadrer billetrekord i USA,Øjeblikkelig popularitet for Marvel-superheltfilm knuses billetl,positive,0.6846471,45,64,-1.33333333333333,-0.5
"Lyt podcasten, se dokumentaren - det er ikke bare dødgodt journalistisk arbejde, det er dødspændende.","Lyst efter podcasters? Søg dog bagerst på nettet. Samme gårde - dokumentarer der er mere end bare livsvigtig journalistik, de er også dødsangstvækkende.",positive,0.8365278,101,152,0.333333333333333,0.8518518518518524
"1/2
Det efterlader alligevel en del spørgsmål.
1. Hvor lukrativ er den fratrædelsesaftale, som den angiveligt løgnagtige og økonomisk uansvarlige skoledirektør har indgået? 
2. Hvornår fritstiller man den ligeledes angiveligt løgnagtige og økonomisk uansvarlige skolechef? og....","1/2
Det efterlader alligevel en del spørgsmål.
1. Hvor stor er den økonomiske fordel for den, der indgår i fratrædelsesaftalen?
2. Når vil man tage stillingen fra den angivne løgnagtige og uansvarlige skolechef, og hvem vil overtage ansvaret for skolen?",negative,0.9322535,279,253,-0.4166666666666658,0.3333333333333342
"Europakommissionen vil nu undersøge de skattemodeller, som Nike har lavet via Holland har givet dem en unfair skattefordel. Modeller som @USER, i og mange andre medlemmer rapporterede om i #ParadisePapers","EU-kommissionen vil nu gennemføre en undersøgelse af de skattemodeller, som Nike har ført via Holland. Dette har givet dem en ulig skattefordel. Modeller som @USER og mange andre medlemmer har rapporteret om i #ParadisePapers",neutral,0.95899874,204,225,0.5039682539682538,0.43055555555555547
"Som én, der er vokset op med aftensmad klokken 18:00 sharp i provinsen og senere har boet i Spanien, bakker jeg fuldt op om Gareth Bales vurdering i denne sag.

[LINK]","Som en person, der er opvokset med aftensmad klokken 18:00 i provinsen og senere har boet i Spanien, kan jeg forstå Gareth Bales vurdering i denne sag.

[LINK]",positive,0.95977867,167,159,0.3299319727891161,0.29365079365079344
"""... Er du ude efter min røv eller hvad?, skrev Kristian Jensen ..."" indefra - et parti i krise.
#dkpol

[LINK]","...Er du uden for min røv eller hvad?, skrev Kristian Jensen... et personligt angreb eller en partikris. #dkpol",neutral,0.8797399,111,111,-1.0740740740740755,-1.3611111111111132
"Jeg har pr definition aldrig lyst til at gå i stiletter.

Men det er tåbeligt, at der stadig bliver kommenteret så meget på kvinders tøj og accessories i medierne.
Vi skriver 2019,for crying out loud!","Ændringen af kulturelle normer kan være langsom, men vi må forsøge at fremme en mere positiv og inklusiv synsvinkel omkring kvinders udseende. Det er tid til at fokuserer på, hvem kvinderne egentlig er i stedet for deres sko eller tøj.",negative,0.536636,200,235,-0.8333333333333318,0.8181818181818177
Tak for din deltagelse ved morgenens møde. Og ikke mindst dit klare fokus på det bekymrende i at færre unge mennesker vælger cyklen til i hverdagen. Og tak til for aktivt engagement i debatten og dialogen om bæredygtig og sund transport. #dktrp #dkpol #dkbiz 👍🇩🇰🚲,Endnu engang tak for dit bidrag til morgenens samling. Det er vigtigt at vi tager hensyn til den voksende bevidsthed om de miljømæssige og sundhedsmæssige fordele ved at vælge cyklen som transportmidler i hverdagen. Vi er nysgerrige for videre dialog og samarbejde om bæredygtig og sund mobilitet. #dktrp #dkpol #dkbiz 🚲 ,positive,0.83532643,263,321,1.0138888888888895,1.1309941520467843
Coop Danmark A/S: Coop skifter til kødbakkerne ud med genbrugsplast,Coop Danmark A/S: Coop vil fra nu af bruge genbrugsplast i stedet for kødbakkerne,neutral,0.840384,67,81,0.111111111111111,0
"Det er nemt. Alle voksne og børn sendes tilbage, hvor de kom fra. De er afviste og skal ikke være her",Det er let at forstå. Alle voksne og børn returnerer til deres oprindelse og bliver afvist. De skal ikke være her.,negative,0.9002588,101,114,-0.43333333333333324,0.002222222222222808
"UVM_dk: Fire ud af de fem regioner har oplevet en stigning i andelen af elever, der søger en erhvervsuddannelse. Højdespringeren er Region Nordjylland, der ligger 1,5 procentpoint højere end sidste år. Godt gået!
#uddpol #dkpol #eud","Økonomi- og Indenrigsministeriet: Fem af Danmarks fem regioner har opnået en stigning i andelen elever, der søger en erhvervsuddannelse. Region Nordjylland er den mest fremstående med en 1,5 procentpoints stigning sammenlignet med sidste år. Velkommen til en mere kompetent og produktiv generation!
#dkpol #eud",positive,0.8178749,232,310,0.59469696969697,0.9479166666666662
Så er det nye klubblad udkommet. Du kan læse bladet på foreningens hjemmeside.,"Nyeste klublade er nu tilgængeligt på foreningen. Hvis du ønsker at læse det, så kan du logge ind på foreningens hjemmeside og her skal du finde alle de nyeste opdateringer.",neutral,0.8099146,78,173,0.2777777777777776,0.7301587301587295
"Public service kanaler burde ikke lægge så væsentlige programmer overfor hinanden. Det er spild af ressourcer i et mediemarked, hvor det kun er os danskere selv der gider lave tv-nyheder på dansk. Taberne er flowseerene (som så ikke kan vælge et public service alternativ)","Økonomisk konkurrence mellem offentlige kanaler bør undgås, da det fører til spild af medieressourcer. I et markedslandskab, hvor danskproduktionen er unik",negative,0.747774,272,155,-0.07812500000000012,0.22619047619047614
Dansk Standard: Nu skal der sættes fælles standarder for vegetaris... #standarder #fødevarer,Fødevarestyrelsen udarbejder nye fælles standarder for vegetariske og veganere fødevarer. #standarder #vegetarisk #fødevarer,neutral,0.8563299,92,124,0.18333333333333318,0.04166666666666648
"Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....","Årsagen til, at #dkpol ikke tager yderligere initiativer for at øge antallet af elbiler og ladestandere på vejene, er en række faktorer. Blandt andet mangler der ofte resourcer og finansiering til udviklingen og implementeringen af nye løsninger.",negative,0.8381671,93,246,1,0.6203703703703698
I forhold til mit tweet er det et problem at forurening med kobber og zink er til skade for samfundet.,"Mit tweet angår en værdi, nemlig at forurening med kobber og zink er skadelig for samfundet. ",negative,0.93608344,102,93,-2.1666666666666683,-0.4333333333333346
"Køerne er væk, og hestene er fredelige, fastslår Guldborgsund Kommune.","Ørnungen er bortrejst, og hesteholderne i Guldborgsund Kommune mener, at de bliver mere fredelige nu.",neutral,0.8124267,70,101,0.388888888888889,0.8333333333333335
"Dorte, over halvdelen af beboerne stemmer S og SF, sidste valg var det 35 pct. Og BLs blad har været fyldt med ghettopakke så hvis folk var sure på S og SF over vores linje ville de nok ikke stemme på os","2023 års lokalvalg vil sandsynligvis give et tydeligt resultat for dette. Mere end halvdelen af byens beboere stemmer på S og SF, hvilket er en stigning på 15 procentspoint siden sidste valg. Desuden har BLs avis været fyldt med emner om ghettoer, så hvis mennesker var missfornøjede med S og SF over for vores synspunkt, ville de sandsynligvis ikke stemme på os",negative,0.8269981,203,362,-0.2844444444444441,0.2134920634920637
"Ros til for at bruge ordet 'terrorangreb' om begivenhederne i New Zealand, alle jer andre nosse-løse medier. Skam jer. #dkpol","Ær det virkelig nødvendigt at bruge udtryk som 'terrorangreb' om de skæbnesvangre begivenheder i New Zealand? Vi bor i en verden hvor ordvalg og respekt for andres følelser er afgørende. Skam på dem, der ikke aner dette.",negative,0.6696064,125,220,-0.7870370370370368,-0.32333333333333253
"»Letbanen har også været i gang i et stykke tid, og vi må sige: Det virker ikke! Forbrugerne har svaret med fødderne – og er kørt andre steder hen, som de synes er mere imødekommende i forhold til at parkere,« 
#dkpol
Butikker i Aarhus lider..","»Letbanen har også været i arbejde i en tid, og vi må sige: Det virker ikke! Forbrugerne har udtalt sig med fødderne – og valgt at køre andre steder, fordi de mener at det er mere tilgodehavende i forhold til parkering.« 
Aarhus butikker lider...",neutral,0.8776183,243,246,0.21000000000000024,0.10987654320987643
Dansk fløjspiller kan komme i spil i finalen -,Finalen kan være en scene for danske fløjespillere. -,positive,0.83053017,46,53,0.4583333333333335,0.4166666666666667
Er du i nærheden af Østerbro mandag aften? Så kom forbi til en åben talk om techtrends med undertegnede og ⁦@USER⁩ Håber vi ses! #tankeromtech,"Ønsker du at vide, om jeg er tæt på Østerbro mandag aften? Så få fat i et grådig brev til en åben debat om de seneste teknologiske trende. Vi lader undertegnede og ⁦@USER⁩ dele deres viden. Se os på! #tankeromtech",positive,0.8942697,142,213,0.8194444444444446,0.26324786324786376
"Den retorik Paludan benytter leder til vold mod de han hetzer imod. Måske #dkpol skal overveje at #VendRyggenTilPaludan suppleres med lovgivning. Tyskland har f.eks. ud fra deres historiske erfaring med ""jødedoms-kritikere"" et begreb i lovgivningen der hedder ""Volksverhetzung"".","Paludans retorik fører til vold mod dem, han fordømmer. Vi skal tage hensyn til dette og overveje at #VendRyggenTilPaludan skal udbygges med love. Tyskland har allerede gjort det, idet de har indført en lov, der kaldes ""Volksverhetzung"", baseret på deres historiske oplevelser med ""jødedoms-kritikere"".",negative,0.90496576,278,302,-0.5875000000000006,-0.14242424242424212
"Eksakt. For min skyld kunne man vise samtlige pitches. Jeg skulle nok æde de ekstra programmer, som det ville udløse👍🏻","Det er klart. For at hjælpe dig, kan jeg vise alle pitches. Hvis du vil have ekstra programmer, vil det sikkert give dig en bedre oplevelse😃",neutral,0.7731297,118,140,-0.09523809523809498,0.9222222222222232
Frisør opdagede tegn på kræft og fik ham i behandling: - Kan ikke takke hende nok,"Frisøren opdagede mulige tegn på kræft og sørgede for, at manden fik tilgang til behandling: - Kan ikke være nok tak for hendes indsats",positive,0.890448,81,135,-1.088888888888889,0.4652777777777786
"Tja. Det var vel ikke forkert. 

Men tænk hvor meget af Ring 1 der faktisk blev lavet. Det er faktisk kun Vesterbro og søerne, der ikke blev asfalteret i første omgang.","Æh, det var jo ikke helt forkert. Men tænk, hvor meget af Ring 3 blev faktisk bygget. Faktisk var det kun Vesterbro og søerne, der ikke blev asfalteret i første omgang.",negative,0.91680247,168,168,0.5694444444444448,0.444444444444445
Der er alt for meget at komme efter i den norske (og danske) undergrund!,"Det er vanskeligt at holde styr på det alle, der sker i Norge og Danmark's undergrund.",neutral,0.7414442,72,86,0.22916666666666674,-0.6666666666666657
"Kirke tilbyder brugt konfirmationstøj: - Det er gået helt amok,","Kvinder kan finde brugt konfirmationstøj på kirken: en storm af forvirring.
    ",positive,0.82331294,63,80,-0.06666666666666679,-0.1666666666666668
"Journalister er aldrig kommet over det faktum, at befolkningen kommunikere direkte med beslutningstagerne og at nyheder ikke bliver manipuleret af journalisterne.","Journalister skal huske, at offentligheden kan kommunikere direkte med beslutningstagernes og at nyhedsudsendelser ikke skal manipuleres af journalisterne.",negative,0.8442826,162,155,0.41666666666666624,0.7142857142857133
Galleri: Folkekære Jane Aamund bisat omgivet af familie og venner (Dette er en plus-artikel),"Øjeblikkelig: Følelsesfuld fest for nodefintNodeJaneAamund, omgivet af lærenes verdener",neutral,0.47109205,92,87,2.1111111111111125,1.388888888888889
"Evander har været fast mand siden engang i efteråret, og vi har lagt meget af taktikken an på ham. Han har været vores svageste spiller de sidste to mdr. Det er muligt, det bliver bedre næste sæson. Det er også muligt, at det ikke gør. Det er en satsning som så meget andet.","
    Evander har været fast mand på holdet siden foråret, og vi har bygget vores strategi omkring ham. De seneste to måneder har han været vores svageste spiller. Det er muligt, at situationen bliver bedre næste sæson. Men det kan også være, at det ikke forbedres. Spillet om Evander er en risikosatsning, som andre risikosatsninger.",neutral,0.9362197,274,333,0.21874999999999986,-0.0999999999999998
"Vi har brug for en lang årrække, uden immigranter/flygtninge i Danmark. At nogle af dem er nemme er intigrere er godt, men mange lever i et paralelt samfund, og vil gøre det i generationer. Er et kæmpe problem.","
    Det vil sige, at vi skal have en længere årrække, uden immigranter/flygtninge i Danmark. Selv om nogle af dem er nemme at integrere, lever mange i et paralelt samfund og vil sikkert gøre det i generationer. Dette er uundgåeligt et stort problem for vores samfund.",negative,0.94388366,210,268,0.366666666666667,-0.007575757575757554
"Ved dårligt hva man efterhånden ska sige!?

Igen, igen... igen... slås det fast at vores regering er ude i BEVIDST manipulation for at ramme udlændinge!... &amp; surprise... S støtter dem sgu!?

Ideologi ind.
Fakta ud.

Nu må det faneme være nok!

#dkpol
[LINK]","Hvilke dårlige færdiggør de ikke imodvilligt altså må opridse?! 
    Skuefuldere end nu fremkommende mangfoldighed. Begrænsninger ind. Fakta ud.

Nu må det faneme være nok!

#dkpol",negative,0.47123462,261,180,-0.6820987654320988,-0.666666666666665
"Har glemt alt mate, og tweetet er ikke ment sådan der super ondt. Det mere fordi du er en meme på min twitter og indenfor min vennekreds","Ær slet ikke, det var bare et uheld. Tweetet var ikke menet som noget voldsomt, og du er blot en del af min Twitter-verden og min nære kreds",negative,0.80284199999999994,136,140,-1.583333333333335,-0.5509259259259253
I fredags så jeg Into the Spider-verse. Dagen efter så jeg den med den 6- og den 10-årige. Det er en virkeligt god superheltefilm og et perfekt sted at starte på Marvel-filmene med afkommet. Ved ikke helt om Iron Man eller Raimis Spiderman bliver den næste.,"Fredag ser jeg Into the Spider-Verse og søndag ser jeg den igen med de 6-årige og 10-årige. Det er en fantastisk superheltefilm, der er et godt sted at begynde på Marvel-filmene for børn. Jeg videre har ikke endnu set Iron Man eller Raimis Spiderman-film.",positive,0.9312688,257,255,1.0750000000000008,1.7481481481481487
Hvorfor melder de samme ikke når børn medbringes til demonstrationer - ganske vist bag fædrene - de må jo være på lige fod #dkpol,"Hvorfor ikke sige, at børn deltager i demonstrationer, selvom det er bag fædrene, men der bør være ligestilling. #dkpol",negative,0.86063707,129,119,0.041666666666666706,0.7152777777777786
Forundret Nicolai Poulsen: Jeg har ikke skrevet under med AGF,"Ærkefyrste Nicolai Poulsen, jeg kan bekræfte, at jeg ikke har underskrevet nogen aftale med AGF. Min stilling er klar og tydelig: Jeg støtter ikke AGF.",neutral,0.7429079,61,151,0.333333333333333,0.8703703703703698
Ståle om Seier-udtalelser: Har langt op til Porto #fcklive #sldk,"Ønsker du at vinde i Porto, skal du tage hensyn til de vigtigste mål og fokusere på din forsvarslinje. Analyser bortspillet hold, der har slået din ønskede fjernteste rivale i mesterskabsgruppen og kombiner det med din egne styrker. Husk at strategien skal være fleksibel, da forskellige situationer vil opstå under kampen.#fcklive #sldk
    ",neutral,0.5173389,64,342,-0.0833333333333333,0.7973856209150326
"Stort tillykke til min lokale partifælle, hele nabolagets kollektive yndlingsbedste, flyvende farmor, historiefortæller, s partife og øko-forbillede. Verden kunne godt bruge mere af dit mod og drive Jytte 💚😍 

#dkpol #dkgreen 

[LINK]","Åh, stor respekt til din nabokæmpestundende fløjende bedsteføddede fortæller af historier, miljøkonsulent og kære medlem af dit lokale parti! Verden har sikkerli ønsket om at have flere mennesker som dig, der tager sigte mod fremtidens udfordringer med energi og engagement. Kære Jytte, du er et inspirationskilde for alle!

#dkpol #dkgreen 

[LINK]",positive,0.8305764,234,349,0.9203703703703706,0.9077777777777785
Trumps tidligere kampagnechef dømmes igen - får forlænget fængselsstraf,Trump's tidligere kampagnechef dømmes endnu engang - modtager længere fængsel,neutral,0.87417936,71,77,-0.9583333333333343,-0.8333333333333334
Eller fordi det er godt at se hvor dårligt livet var før i tiden. De gode gamle dage findes ikke,"Ær det fordi det er interessant at se, hvordan mennesker overlevede under vanskelighederne i fortidens verden. Men der findes nok steder, hvor livet stadig er vanskeligt og ujævnt",negative,0.6388335,96,179,0.577083333333333,0.5047619047619047
"I denne artikel vil vi gennemgå, hvad du bør have forberedt, inden en montør kommer for at installere din varmepumpe. Derudover kan du blive klogere på, hvor det mest optimale sted at placere varmepumpen er. Læs mere her 👉 [LINK]","I denne artikel vil vi discutere, hvad der er vigtigt at have tænkt på inden en montør installerer din varmepumpe. Desuden kan du få fremragende råd om, hvor du skal placere varmepumpen for at få det maksimale resultat.",neutral,0.9145459,229,219,1.0000000000000002,1.3086419753086422
Eriksen om sejrsmål: Det var ren lettelse #pldk,Ønsker jeg at Eriksen udtaler sig om sine sejrsmål? Det var bare en simpel øvelse.,positive,0.6809975,47,82,1.36666666666667,0.9629629629629627
"RT @USER: En tråd der forklarer, hvorfor det er nær umuligt at slukke branden i #NotreDame","En twitter-tråd, der uddyber årsagerne til, at det er vanskeligt at udrydde ilden i #NotreDame",neutral,0.8239385,90,94,-0.7499999999999992,-0.9333333333333325
Wozniacki tabte WTA-finale til hårdtslående amerikaner,Hårdtslående amerikanske spillere vandt WTA-finalen mod Wozniacki,neutral,0.82625574,54,65,-2.000000000000001,-0.520833333333334
"Så er puljeinddeling og program for #DJmediecup på plads. 
Bliver det igen en finale mellem og ?

Følg dit favorithold live fra lørdag kl 10: [LINK]

#dkmedier","Puljeinddelingen for #DJmediecup er færdig, og nu er det tid til en spændende finale. Hvem vil vinde? Følg dit favorithold live lørdag kl 10: [LINK]. Få styr på din favoritkanal ved at klikke her: [LINK]. #dkmedier",neutral,0.89578414,159,214,0.5916666666666658,0.7522222222222225
Erfaren patient lærer fra sig til andre med hjerteproblemer,"Øvet patient deler råd med de, der har hjerteproblemer",positive,0.7643614,59,54,0.48148148148148034,-0.33333333333333365
"Lad os snart få en #skattereform 😁😁 en reform der sætter topskatten markant op, og selskabsskatten ligeså! #dkpol Så kører det ✌️","🇩🇰Let's soon see a #taxreform - a reform that significantly increases the top tax, and also the corporate tax! #dkpol Then everything will run smoothly. 🎉🎉",negative,0.93141925,129,155,0.1944444444444445,0.8333333333333315
Men gik I til valg på topskattelettelser i 2011? #dkpol,Hvad var dine valg angående højeste skattekonto i 2011? #dkpol,neutral,0.6672801,55,62,0.333333333333333,0.333333333333333
"Din økonomi er en helhed, ikke en masse siloer. Nedbryd derfor dine mentale kasser og få mere ud af dine penge! 📦🔨💸 Hør mere om det og om, hvorfor penge ikke bare er penge i @USER’s podcast #Pengetanker lige her #dkfinans #dkøko #holisme","Økonomien er et samlet billede, ikke en række adskilte siloer. Slå dine mentale lager for dine penge ud af kurs og få mere ud af dine midler! 📦🔨💸 Lær mere om dette emne og om, hvorfor pengene er mere end blot tal i @USER's podcast #Pengetanker her #dkfinans #dkøko #holisme",neutral,0.8937742,237,273,0.5366512345679001,0.5555555555555547
Lidt fra JP her kan jeg se,"Ja, det ser ud som du har fundet noget interessant på JPs profil. Hvad var det præcist du fandt?",neutral,0.56576633,26,96,0,0.20833333333333315
".@USER placerer deres medlemmer rundt omkring i de politisk korrekte organisationer og godhedsindustrien, og vil føre propganda for partiet uden #dkmedier fatter det …. #dkpol",".@USER udplacerer sine medlemmer i politiske samfundsgrupper og velgørenhedsorganisationer, hvor de spredder partipropaganda uden #dkmedier finder sig. Det skaber spændinger i den politiske scene under #dkpol.",negative,0.9090947,175,209,0.18402777777777823,0.14583333333333337
"RT @USER: Siden hvornår er afbrænding af bøger, blevet en kamp for ytringsfriheden? #dkpol","Siden når brændte de bøger, har det været en kamp om frihed. Hvornår er det nu om ytringsfriheden? #dkpol",negative,0.8396629,90,105,0.11111111111110895,0.7499999999999992
Korrekt - så skal dem i slagelse tjene penge på dem i Roskilde. Ikke optimalt i mine øjne,"Det er rigtigt, at de fra Slagelse vil tjene penge af de fra Roskilde. Men det er ikke nødvendigvis perfekt, ifølge mig.",negative,0.9152894,89,120,0.8333333333333333,-0.1666666666666683
Gibber ikke glipper. Stavekontrol foreslog “fupper” 😳,"Ændringer i skrivning kan være uforventede, men det er vigtigt at arbejde på dem. Stavekontrol foreslog ""f"" som en mulig ønskelisteord, men det kan være skrevet forkert. Det er en god idé at prøve at forbedre din skrivning og bruge stavekontrol til at sikre, at du skriver korrekt. ",neutral,0.34679246,53,282,0,0.9888888888888883
"Danske Stat tillader farligt Drikkevand: 
 Miljøministeriets pesticidkontrol kulegraves
 via @@USER
 #endlösnung #dkpol #svpol 
 #nopol #CreativeEu #Norden","
    Danske myndigheder tillader farligt drikkvand: Miljøministeriets pesticidkåterkomstforbud indhæves",negative,0.8931426,155,103,0.41250000000000075,0.2458333333333343
I så fald er det allerede blevet straffet - dobbelt endda,"Øk, derfor betales den skade og repriser man, som udsatte en anden for en trussel eller faktisk gennemførte en handling, vil være belønnet med dobbelte straf",neutral,0.6937146,57,157,-0.7777777777777786,-0.3722222222222234
"Helt ærligt kan vi ikke droppe den her diskussion? Vacciner er livsnødvendige! 
Jeg er selv mor. Jeg og mine børn er vaccinerede, og jeg kommer aldrig til at forstå, at nogle fravælger det #vaccinervirker #dksund 
[LINK]","Ægtevis kan vi ikke undgå denne diskussion? Vacciner er livsvigtige! Jeg selv er mor, og minne barn er vaccineret. Hvorfor vilkårer nogle sig for at fravæge det #vaccinervirker #dksund 
[LINK]",neutral,0.95797545,220,192,0.38888888888888856,0.7380952380952381
Kim var fantastisk fagligt og en god nabo. Jeg havde meget god sparring med ham vedr HPV. Og var glad fordi han sagde ja til at deltage. Savner ham,"Ændret text: ""Barkim har vist overklass som ekspert i området, og vi har haft meget nyttigt samarbejde om HPV. Jeg er glad for hans medvirken og savner ham.""",positive,0.49409848,147,157,1.9958333333333325,1.1666666666666659
Det er et super initiativ. Det er i partnerskab på tværs af sektorer løsningerne på sundhedsudfordringerne skal findes. Der er en særlig udfordring for msk. m psykisk sygdom,"Det er veldående, at man søger løsninger i samarbejde over sektorer. For at imødegå de sundhedsmæssige udfordringer, især muskuloskeletale og psykiske sygdomme, er det vigtigt at samarbejde på tværs af områder.",positive,0.80088276,173,210,-0.12962962962963,0.333333333333333
"Hvad med den her: Stå vagt til kræmmermarked på Bellahøj for at skaffe midler til ungdomsafdelingen i min søns håndboldklub?
😩 😩","Æh, det lyder som om du vil være frivillig og hjælpe med at samle penge til ungdomsafdelingen i din søns håndboldklub ved at deltage i kræmmermarkedet på Bellahøj. Det er en god sag, men det kan være lidt udfordrende. Hvis du vil vide mere om hvordan du kan forberede dig og sikre en succesfuld indsamling, kan jeg gerne hjælpe med at give dig nogle råd.",neutral,0.5688218,128,354,0.22222222222222232,1.0919753086419748
Mit bud er at vi først får noget ordentligt og brugbart at stemme på - uanset om vi er blå eller røde - når DF mister deres indflydelse på den politik der bliver ført i #dkpol.,"Min forslag er, at vi først skal have noget værdigt og anvendeligt at stemme om - uanset om vi er blå eller røde - når DF taber deres indflydelse på den politik der bliver ført i #dkpol. ",negative,0.9623181,176,187,0.21527777777777787,0.25555555555555604
EUs ledere tog desværre ikke den nødvendige beslutning om at hæve EUs klimamål på dagens EU rådsmøde. Nu må der så arbejdes intensivt på - også fra DK - at det sker på juni mødet. Læs hvorfor her #dkgreen #dkpol #dkmedier,EUs leder valgte ikke at træffe den nødvendige afgørelse om at øge EUs klimamål under dagens EU rådsmøde. Nu kræver det en intensiv arbejdsfortsatting - inklusive fra Danmark - for at opnå fremkomster ved næste møde i juni. Lær mere om dette emne på #dkgreen #dkpol #dkmedier,neutral,0.95376563,221,275,0.04475308641975222,0.38981481481481434
